round,normalized_median_egalitarian_score,r1_quadratic_egalitarian_score,r2_mean_egalitarian_score,r3_median_egalitarian_score,r4_capped_median_egalitarian_score
71,3196705.788968823,3626396.5395461004,3130181.1011341177,3196705.788968823,3196705.788968823
72,3198604.0281965546,3548858.3581966227,3119892.2070662407,3198604.0281965546,3198604.0281965546
73,3176686.3194991443,3626515.449598078,3152515.400091704,3176686.3194991443,3176686.3194991443
74,3200165.722263609,3554690.3967735395,3167382.8234259263,3200165.722263609,3200165.722263609
75,3258300.340664145,3648600.6198398108,3151627.7912307074,3258300.3406641455,3258300.340664145
76,3251942.7655572766,3654228.602435423,3182555.8971088887,3251942.7655572766,3251942.7655572766
77,3192828.644425949,3571778.9818838434,3148408.734853224,3192828.64442595,3192828.644425949
78,3162583.869618984,3631169.152440249,3116789.894725761,3162583.869618983,3162583.869618984
79,3234849.0751750795,3661950.8217796646,3181654.755091997,3234849.0751750795,3234849.0751750795
80,3212768.460800874,3628504.3624091796,3157817.6947228434,3212768.460800874,3212768.460800874
81,3160009.0032099676,3665726.403030906,3135169.3402610645,3160009.0032099676,3160009.0032099676
82,3238762.159310705,3664939.6055406975,3220606.58846403,3238762.1593107046,3238762.159310705
83,3161801.853794605,3563630.3956281147,3110221.225700033,3161801.853794605,3161801.853794605
84,3250403.354537053,3681041.10790164,3225555.477553405,3250403.354537053,3250403.354537053
85,3169321.1833343306,3625532.8219029065,3093987.5339931836,3169321.1833343315,3169321.1833343306
86,3271095.8002251517,3606432.7374501573,3161509.161491222,3271095.8002251517,3271095.8002251517
87,3168793.9238969404,3600422.17784325,3079337.490530816,3168793.9238969404,3168793.9238969404
88,3205706.862206647,3697100.5913451766,3156257.2194906254,3205706.862206647,3205706.862206647
89,3171556.718298251,3643353.3610595716,3135370.2950397525,3171556.7182982503,3171556.718298251
90,3222171.0734510887,3665055.7673128922,3194469.5517346836,3222171.073451089,3222171.0734510887
91,3213590.262926006,3621715.204418894,3148106.6352136573,3213590.262926006,3213590.262926006
92,3188809.169672505,3630720.3657377297,3136577.4656857476,3188809.169672505,3188809.169672505
93,3247358.581425748,3602385.6893723784,3183407.2301544826,3247358.581425748,3247358.581425748
94,3201715.5386382528,3561401.508478206,3145191.795954636,3201715.5386382528,3201715.5386382528
95,3212563.1422949582,3664813.510145642,3173258.145559882,3212563.1422949582,3212563.1422949582
96,3140596.761938084,3553764.1450343393,3075370.512380654,3140596.761938084,3140596.761938084
97,3228179.4038963662,3665114.415920297,3188966.639803955,3228179.403896366,3228179.4038963662
98,3137807.091805839,3630072.8153287885,3098616.9938830747,3137807.0918058385,3137807.091805839
99,3195633.7595379865,3543777.18231385,3155348.8717845613,3195633.7595379865,3195633.7595379865
100,3202258.815141276,3667738.3067148533,3145083.7760039866,3202258.815141276,3202258.815141276
