normalized_median,r1_quadratic,r2_mean,r3_median,r4_capped_median,Project
13222.18957532437,14642.036083880133,12607.609965138185,13222.189575324372,13222.18957532437,Project 241
6550.711205541268,10774.588139305597,7432.349081360117,6550.711205541269,6550.711205541268,Project 242
29466.33736560972,21846.157904027095,26931.501193581844,29466.337365609725,29466.33736560972,Project 243
12774.330192876723,14670.061646913608,12778.328417849056,12774.330192876725,12774.330192876723,Project 244
11479.849323372557,13571.26559536835,10862.43047643225,11479.849323372559,11479.849323372557,Project 245
11707.767552119732,14076.723324808541,12010.349790705737,11707.767552119734,11707.767552119732,Project 246
10760.953110135224,14008.700141827641,11944.02447997247,10760.953110135226,10760.953110135224,Project 247
9259.037456916554,13118.848013887986,10605.352396265205,9259.037456916556,9259.037456916554,Project 248
6511.3805464874085,11541.937677787893,8835.256893727508,6511.380546487409,6511.3805464874085,Project 249
14889.838645856466,15777.561892005837,14609.953520516121,14889.838645856467,14889.838645856466,Project 250
24999.011649755666,20333.730610840907,23611.216163119698,24999.01164975567,24999.011649755666,Project 251
28992.43169334698,21460.987516869736,25930.170877405122,28992.431693346985,28992.43169334698,Project 252
9491.392027679136,13037.834004132783,10790.084534251604,9491.392027679138,9491.392027679136,Project 253
23817.120133125794,19927.441440524115,22670.560591712994,23817.120133125798,23817.120133125794,Project 254
18136.556249122073,17642.80836280979,17958.437083926663,18136.556249122073,18136.556249122073,Project 255
11721.898684280304,14401.029123543878,12260.804710172572,11721.898684280306,11721.898684280304,Project 256
9933.496006580563,13536.127504340539,11353.08284088229,9933.496006580564,9933.496006580563,Project 257
11222.08400143235,13634.837698498755,11187.984721848608,11222.084001432351,11222.08400143235,Project 258
26663.21801135207,21068.151016164356,25283.728196953314,26663.218011352074,26663.21801135207,Project 259
17819.95242653163,17650.468176217495,18012.826037955852,17819.952426531632,17819.95242653163,Project 260
19362.613791535427,17826.11618415955,18410.772886066006,19362.61379153543,19362.613791535427,Project 261
38726.19805424727,25279.957327467295,36006.3443209524,38726.198054247274,38726.19805424727,Project 262
28506.988782831282,21459.12117252415,26120.461767671208,28506.988782831286,28506.988782831282,Project 263
11929.387879149468,15582.298578381971,14987.814014020472,11929.38787914947,11929.387879149468,Project 264
11776.967792162724,13904.74254370091,11434.230316613615,11776.967792162724,11776.967792162724,Project 265
57270.96669577294,29994.860445803577,50190.21613883106,57270.96669577294,57270.96669577294,Project 266
12246.398069784382,15590.860686446722,14672.171076796289,12246.398069784384,12246.398069784382,Project 267
21176.7745073615,18951.791035392052,20553.33190797402,21176.7745073615,21176.7745073615,Project 268
26977.935994543357,21266.16287023664,25530.289867361404,26977.935994543357,26977.935994543357,Project 269
25710.0211406064,20944.025477099913,24809.251302652323,25710.021140606405,25710.0211406064,Project 270
33501.51976283518,23501.18834257734,31085.352353977105,33501.51976283519,33501.51976283518,Project 271
8223.561809694087,11497.32927405913,8812.284666327228,8223.561809694087,8223.561809694087,Project 272
22033.012808375504,19349.515346502973,21347.276929355736,22033.012808375504,22033.012808375504,Project 273
12000.494181536835,14481.220770159127,12504.610382591614,12000.494181536837,12000.494181536835,Project 274
14826.310537498382,16396.48493899454,15798.908852388195,14826.310537498384,14826.310537498382,Project 275
18406.665014841365,17704.31185299448,18043.022033638816,18406.665014841365,18406.665014841365,Project 276
8693.191397891376,11645.787051430503,8457.458108599003,8693.191397891376,8693.191397891376,Project 277
26389.179951137154,21019.83270282847,25287.63945342525,26389.179951137157,26389.179951137154,Project 278
38224.517060136415,25295.02180904773,36052.67975533487,38224.51706013642,38224.517060136415,Project 279
8543.678230755775,12876.233298334222,10499.350130959088,8543.678230755775,8543.678230755775,Project 280
11063.102780879348,13617.158908137275,11082.638989256518,11063.102780879348,11063.102780879348,Project 281
9800.454972337719,13505.095586937055,11208.757000794027,9800.45497233772,9800.454972337719,Project 282
16477.49933498271,16662.690089490712,16004.374360549027,16477.49933498271,16477.49933498271,Project 283
14259.10069622064,15895.032667458661,14952.612643144255,14259.100696220641,14259.10069622064,Project 284
14771.652609732,15751.380258790019,14693.238923404118,14771.652609732002,14771.652609732,Project 285
10266.023566959224,12928.034746585854,10286.649742999538,10266.023566959224,10266.023566959224,Project 286
10797.944901537856,13994.707992303243,11957.344824246446,10797.944901537856,10797.944901537856,Project 287
18212.370163256674,18012.124440998214,18744.701710163972,18212.370163256677,18212.370163256674,Project 288
