majoritarian_moving_phantoms_distances,r1_quadratic_distances,r2_mean_distances,r3_median_distances,r4_capped_median_distances,changed_vote_l1_distances,round
10287.559670312923,16761.830896105737,72193.4995600906,4229.309637349228,4229.309637352651,5277218.0,44
3763.740018420456,13638.815650738692,55662.68671708404,3395.730278389443,3395.730278389443,4089133.0,45
2516.0035462751075,18953.879527338744,84591.0264928119,4407.499599168172,4407.499599168172,6196560.0,46
8734.066835867889,16693.811360139363,66936.14906269958,7544.003157896104,7544.003157896104,4897983.0,47
11174.215328181126,15527.356941261816,57025.83570017696,4044.393028268818,4044.393028275672,4162018.0,48
3116.6548393125267,20404.172143011416,91964.39812662665,1954.7224001354734,1954.7224001354734,6738886.0,49
6334.015795338084,14368.152498288793,57912.893286078644,2947.3869871950283,2947.3869871985007,4246984.0,50
3107.462938052966,16921.15372814439,71180.95208464912,2152.5346870900776,2152.5346870900776,5220028.0,51
5068.902689311279,17485.222105697296,80106.90209919956,602.1415265680243,602.1415265680243,5882317.0,52
4891.331735417207,18320.555336361896,82110.66387692415,2139.7213168715316,2139.7213168715316,6032447.0,53
7155.19663371356,14523.952149766592,59637.105675747865,3345.5517787406807,3345.5517787406807,4374437.0,54
10606.460112799254,14724.033775270225,62064.361509769005,5091.234117658769,5091.234117658769,4553442.0,55
1733.1111321141034,16108.609267385506,68716.0973924802,3509.761031649765,3509.761031642729,5028428.0,56
4891.329906327799,15232.651187572013,70677.04719207398,2078.7025682937438,2078.702568297269,5186109.0,57
4321.968842912567,16174.983945355943,63772.648560698224,4160.842217823125,4160.842217819749,4678186.0,58
3034.4404066432944,15903.885978918272,65457.38025624509,2254.8113632990116,2254.8113632990116,4800438.0,59
3481.2876399670567,14680.583663219051,54214.20672072009,4013.8618354354876,4013.8618354354876,3958413.0,60
6050.0523320894135,12973.629918112929,48374.36602406869,4628.7137298878915,4628.713729891424,3540700.0,61
15646.357947110111,14125.323222544943,58288.19273255592,4383.929887592725,4383.929887596161,4303022.0,62
4646.457947750605,16876.002826935764,68890.42969003723,3330.115386366915,3330.115386366915,5040350.0,63
4645.944075753283,13707.894621510044,59060.15390318855,4630.070030081011,4630.070030081011,4348227.0,64
7268.106009236235,15491.777087526243,62700.314254895966,4256.7226717422145,4256.7226717422145,4594681.0,65
2645.3166176311206,13500.791589871558,49385.99564080631,7263.208424010596,7263.208424010596,3615848.0,66
6522.992403154181,17311.036742356126,74018.13419082534,5459.158732028058,5459.158732028058,5425891.0,67
5699.946983960483,14071.938499206579,53652.154963504836,2983.3980995841903,2983.3980995807506,3931781.0,68
1485.912765602494,16371.953781155215,69657.34624862642,922.2744085440445,922.2744085440445,5092531.0,69
10017.136170711987,17718.382246216137,71459.53480122102,5268.920377092083,5268.920377092083,5236761.0,70
6328.479752887575,15952.021382978528,64114.93498808504,4324.287318676103,4324.287318672683,4693864.0,71
6934.759193623013,13635.247403634858,54231.93085864652,6370.649784263396,6370.649784263396,3988986.0,72
4329.440514774324,14176.97116945808,56566.67895502254,3119.0683592217283,3119.068359218116,4152034.0,73
6837.434552719169,13199.702688848567,56147.3627708014,2846.472637126775,2846.4726371303204,4138728.0,74
6328.561749592944,15877.769571324272,64261.38303867286,5169.423420070902,5169.4234200744195,4719576.0,75
5514.35013746774,14673.607569499396,62142.6952194021,5775.115503730889,5775.115503730889,4569528.0,76
7834.243732252096,13989.62818665124,55616.992741571696,5675.37484408296,5675.37484408296,4081353.0,77
5160.76550660027,16372.435989367219,64373.43235353634,6391.938045517609,6391.93804551416,4724703.0,78
