round,voting_rule,max_vev,project_max_vev,project_max_original_allocation,project_max_new_allocation,project_max_allocation_percentage
6,r3_median,3510170.643692114,1020222.387817522,4050151.2442994756,5070373.632116998,0.16901245440389992
6,r4_capped_median,483972.1485962701,0.0,1500000.0,1500000.0,0.05
6,majoritarian_moving_phantoms,3644544.986971071,1130509.9336572094,2278160.647522312,3408670.5811795215,0.11362235270598404
6,r1_quadratic,2226163.043441751,1113081.521720877,2588203.6455914453,3701285.167312322,0.12337617224374407
6,r2_mean,5886681.358088398,2943340.6790441964,2311262.9364611628,5254603.615505359,0.17515345385017864
6,r3_median,2699308.1881847344,768694.4807811547,6438232.659010092,7206927.1397912465,0.24023090465970823
6,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
6,majoritarian_moving_phantoms,3164456.567352955,975832.2708422614,1618179.0764773197,2594011.347319581,0.0864670449106527
6,r1_quadratic,2274155.6842417717,1110996.4831426316,2042240.332205622,3153236.8153482536,0.10510789384494179
6,r2_mean,5918378.942302861,2959189.471151433,1585062.346382559,4544251.817533992,0.15147506058446641
6,r3_median,3850617.1285332935,892949.3358588768,5942915.454679755,6835864.790538631,0.22786215968462104
6,r4_capped_median,102499.79003756703,0.0,1500000.0,1500000.0,0.05
6,majoritarian_moving_phantoms,3179650.0849570218,1589825.0331076924,5831139.515471463,7420964.5485791555,0.24736548495263852
6,r1_quadratic,2176529.0049930857,1079836.184090897,2118651.72104033,3198487.905131227,0.10661626350437423
6,r2_mean,5883699.987688314,2941849.9938441543,1485036.1922747937,4426886.186118948,0.1475628728706316
6,r3_median,3058212.526017927,1321642.0157919275,6273635.8108720165,7595277.826663944,0.2531759275554648
6,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
6,majoritarian_moving_phantoms,2884755.5204627193,1060643.6781988842,5726461.533812996,6787105.21201188,0.22623684040039602
6,r1_quadratic,2203633.367602449,1101816.683801224,2438755.597860702,3540572.281661926,0.11801907605539753
6,r2_mean,5886104.291803573,2943052.1459017918,2112143.6650292575,5055195.810931049,0.16850652703103497
6,r3_median,2344369.141517237,778465.5974401673,6421610.244299841,7200075.841740008,0.2400025280580003
6,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
7,majoritarian_moving_phantoms,3933194.998701239,1199434.6278341962,4536389.746227035,5735824.3740612315,0.19119414580204105
7,r1_quadratic,2235552.8874898804,1117776.443744942,2208672.4414540958,3326448.885199038,0.11088162950663459
7,r2_mean,5917707.849974543,2958853.9249872714,1967539.70164306,4926393.626630331,0.1642131208876777
7,r3_median,2846761.6821794333,890868.64457935,5048667.551384073,5939536.195963423,0.19798453986544742
7,r4_capped_median,18047.623942461796,0.0,1500000.0,1500000.0,0.05
7,majoritarian_moving_phantoms,4143793.4300244534,1280559.336640899,2620664.538581861,3901223.8752227603,0.13004079584075867
7,r1_quadratic,2265981.9961154624,1104914.3543687165,2272607.5666831406,3377521.921051857,0.1125840640350619
7,r2_mean,5909777.435927261,2954888.7179636303,1899977.7601724148,4854866.478136045,0.16182888260453482
7,r3_median,2970050.386374411,1047612.5134854091,1531673.5374767676,2579286.0509621766,0.08597620169873922
7,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
7,majoritarian_moving_phantoms,3576179.562164347,1554579.4258548208,3853273.309320122,5407852.735174943,0.18026175783916476
7,r1_quadratic,2336384.726747527,1112389.464912213,2293632.66997454,3406022.134886753,0.11353407116289176
7,r2_mean,5909034.975045945,2954517.487522971,1201962.0490332658,4156479.5365562364,0.13854931788520788
7,r3_median,2364483.9582701027,951968.943792955,4199774.479363652,5151743.423156607,0.1717247807718869
7,r4_capped_median,570951.8444661464,0.0,1500000.0,1500000.0,0.05
7,majoritarian_moving_phantoms,3874898.4346820074,1162287.4397325641,3169093.8133489112,4331381.253081475,0.14437937510271584
7,r1_quadratic,2290149.458453969,1110765.162275877,2023068.6942928603,3133833.8565687374,0.10446112855229124
7,r2_mean,5923535.004164314,2961767.502082158,1765014.4308659323,4726781.93294809,0.15755939776493633
7,r3_median,3223180.615219114,1145384.242463299,2863319.4367410257,4008703.6792043247,0.1336234559734775
7,r4_capped_median,376593.2237363113,0.0,1500000.0,1500000.0,0.05
7,majoritarian_moving_phantoms,3510511.4043858275,1118114.9266617824,1489095.9864873202,2607210.9131491026,0.08690703043830342
7,r1_quadratic,2157191.2414109493,1060605.0006943084,2335981.417068097,3396586.4177624052,0.11321954725874685
7,r2_mean,5847923.926438546,2923961.9632192715,1560412.1022345074,4484374.065453779,0.14947913551512595
7,r3_median,2861016.553854686,867749.7764530564,7146537.818713327,8014287.595166383,0.26714291983887944
7,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
7,majoritarian_moving_phantoms,2922689.0463337693,1027781.8937704368,2453285.434640741,3481067.3284111777,0.11603557761370592
7,r1_quadratic,2049732.1191713712,1024866.059585683,2757819.235881499,3782685.295467182,0.12608950984890607
7,r2_mean,5771237.946969759,2885618.97348488,2526853.809480027,5412472.782964907,0.18041575943216356
7,r3_median,2731022.234772278,1133508.9342807254,1990356.176215166,3123865.1104958914,0.10412883701652971
7,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
7,majoritarian_moving_phantoms,3450633.1109641497,1725316.4766913028,4290544.494179178,6015860.970870481,0.20052869902901602
7,r1_quadratic,2035471.471591265,1009752.5915397769,2547277.337721195,3557029.929260972,0.11856766430869907
7,r2_mean,5769734.775193233,2884867.3875966165,1880818.430004482,4765685.817601099,0.1588561939200366
7,r3_median,2832324.4591956637,1179558.3759649675,4714744.682707021,5894303.058671989,0.19647676862239963
7,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
7,majoritarian_moving_phantoms,3397039.698257519,885884.0354351392,4112624.676360325,4998508.711795464,0.1666169570598488
7,r1_quadratic,2213034.3739682892,1080278.5860073976,2213646.102658404,3293924.6886658017,0.10979748962219339
7,r2_mean,5891034.002857744,2945517.0014288733,1789210.596456442,4734727.597885315,0.15782425326284386
7,r3_median,3274462.6113343863,1060497.4889332587,3628231.208300681,4688728.69723394,0.15629095657446465
7,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
7,majoritarian_moving_phantoms,3118816.2404791424,1076821.7319489014,3490502.0499026,4567323.781851501,0.1522441260617167
7,r1_quadratic,2130035.405630953,1065017.70281548,2726776.7982630525,3791794.5010785325,0.12639315003595109
7,r2_mean,5866572.6148624625,2933286.30743123,1172417.7043749248,4105704.0118061546,0.13685680039353848
7,r3_median,2343341.314529596,1089672.60847897,2270160.928896678,3359833.537375648,0.11199445124585493
7,r4_capped_median,182672.47936857934,0.0,1500000.0,1500000.0,0.05
7,majoritarian_moving_phantoms,4256683.067017162,1628545.0317423753,3650821.8599128565,5279366.891655232,0.17597889638850772
7,r1_quadratic,2240011.509630625,1081149.846322629,2079677.7969337327,3160827.6432563616,0.10536092144187872
7,r2_mean,5900705.248628598,2950352.6243142993,1632737.3036845666,4583089.927998866,0.15276966426662886
7,r3_median,3047963.6239839233,1277128.7694204561,4138493.589890251,5415622.359310707,0.1805207453103569
7,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
8,majoritarian_moving_phantoms,1707520.8451632934,818822.2278122369,1734875.4683405503,2553697.696152787,0.08512325653842624
8,r1_quadratic,2122165.416954247,1061082.708477126,2515172.9202249516,3576255.6287020775,0.11920852095673592
8,r2_mean,5853895.880234968,2926947.940117485,2210230.4786697226,5137178.418787207,0.17123928062624025
8,r3_median,1988356.1006928352,930983.6158420416,5714300.338244039,6645283.95408608,0.22150946513620268
8,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
8,majoritarian_moving_phantoms,2861571.544030059,1000135.7989327381,2911489.961051493,3911625.759984231,0.1303875253328077
8,r1_quadratic,2099555.6144612613,1049777.807230629,1740226.6086122757,2790004.4158429047,0.09300014719476349
8,r2_mean,5899210.172108186,2949605.0860540927,1101189.5247007175,4050794.6107548103,0.13502648702516035
8,r3_median,2649583.8648787895,1229184.6937686,2236903.632496447,3466088.326265047,0.11553627754216823
8,r4_capped_median,142840.23352973512,0.0,1500000.0,1500000.0,0.05
8,majoritarian_moving_phantoms,1962901.7807850153,648398.6588607044,2354846.786143707,3003245.4450044115,0.10010818150014705
8,r1_quadratic,2098235.501811238,1049117.7509056204,2294067.045863413,3343184.796769033,0.11143949322563444
8,r2_mean,5865508.994209164,2932754.497104582,1879635.187206375,4812389.684310957,0.1604129894770319
8,r3_median,2514418.7561186156,920384.0873767044,1581531.8058641944,2501915.893240899,0.0833971964413633
8,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
8,majoritarian_moving_phantoms,3524570.7236436694,1220118.8291207403,3384059.2507224763,4604178.079843217,0.15347260266144055
8,r1_quadratic,2227691.050790011,1113845.525395004,2519304.3470015805,3633149.8723965846,0.12110499574655283
8,r2_mean,5895642.32444259,2947821.1622212958,2327470.2683327533,5275291.430554049,0.17584304768513498
8,r3_median,3072918.8105266173,925601.8145174889,1390021.2780310179,2315623.092548507,0.07718743641828356
8,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
8,majoritarian_moving_phantoms,2687429.3614760386,1203009.9429045804,2516198.2751088366,3719208.218013417,0.1239736072671139
8,r1_quadratic,2179406.1898234463,1089703.0949117213,1791816.1916259278,2881519.286537649,0.0960506428845883
8,r2_mean,5921658.35321552,2960829.1766077625,1090966.6492535141,4051795.8258612766,0.13505986086204255
8,r3_median,2801378.1830113297,792875.2442479897,3593772.2183172526,4386647.462565242,0.1462215820855081
8,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
8,majoritarian_moving_phantoms,2874463.712745066,1281732.236315526,6139278.698898161,7421010.935213687,0.24736703117378955
8,r1_quadratic,2170955.662628964,1081798.5406666375,2326325.104955943,3408123.6456225803,0.11360412152075268
8,r2_mean,5847802.296818841,2923901.1484094206,2028536.09393186,4952437.242341281,0.16508124141137603
8,r3_median,3835389.25585635,1121275.8376381183,5062627.028455072,6183902.86609319,0.20613009553643968
8,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
8,majoritarian_moving_phantoms,3707757.702765641,1853878.7096372126,5095871.760952976,6949750.470590188,0.23165834901967294
8,r1_quadratic,2256027.9540998284,1115004.4323182828,2462648.309401431,3577652.741719714,0.11925509139065713
8,r2_mean,5886371.35209519,2943185.6760475924,2098421.0318028824,5041606.707850475,0.16805355692834917
8,r3_median,2293375.803923536,860823.9355667995,1676892.2801457008,2537716.2157125003,0.08459054052375001
8,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
8,majoritarian_moving_phantoms,2657422.0012066416,1283267.3653824683,4046722.842943472,5329990.20832594,0.17766634027753134
8,r1_quadratic,2123061.6831817618,1061530.8415908813,2255996.6011655717,3317527.442756453,0.11058424809188176
8,r2_mean,5888064.121871027,2944032.0609355103,1885876.8535259822,4829908.914461493,0.1609969638153831
8,r3_median,3572263.836442575,1468444.9623771477,3774870.6429796303,5243315.605356778,0.17477718684522595
8,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
8,majoritarian_moving_phantoms,2851091.371912791,1425545.5257212054,1632209.8376789903,3057755.3634001957,0.10192517878000652
8,r1_quadratic,2121791.7664939538,1048216.5293411077,2275000.000906346,3323216.5302474536,0.11077388434158178
8,r2_mean,5844429.410069542,2922214.705034772,1922356.016402538,4844570.72143731,0.161485690714577
8,r3_median,3153778.3882763544,1093230.9489806588,3385587.8713907595,4478818.820371418,0.14929396067904727
8,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
8,majoritarian_moving_phantoms,2752149.630213841,1283299.0986793018,2943608.9657114833,4226908.064390785,0.14089693547969284
8,r1_quadratic,2235615.6746175247,1073849.4359827968,2018325.6344710258,3092175.0704538226,0.10307250234846076
8,r2_mean,5888226.552977626,2944113.2764888103,1442648.0646913867,4386761.341180197,0.1462253780393399
8,r3_median,2418625.8345821444,665587.4588907694,2062353.5265431458,2727940.985433915,0.0909313661811305
8,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
9,majoritarian_moving_phantoms,4128062.019736671,1595183.1941567757,4069950.415246757,5665133.609403533,0.18883778698011777
9,r1_quadratic,2250603.912141864,1101788.4001284759,1819080.8236488514,2920869.223777327,0.09736230745924424
9,r2_mean,5906223.343521275,2953111.6717606373,1085415.6236473238,4038527.295407961,0.1346175765135987
9,r3_median,2847429.840750353,1250044.1436787955,4134434.780974216,5384478.924653011,0.17948263082176705
9,r4_capped_median,210112.83132688375,0.0,1500000.0,1500000.0,0.05
9,majoritarian_moving_phantoms,3575509.3008591207,1604698.891168806,1626912.4302544168,3231611.321423223,0.1077203773807741
9,r1_quadratic,2200594.8228295073,1066090.8433352076,2325947.1011680085,3392037.944503216,0.11306793148344053
9,r2_mean,5877422.343834607,2938711.171917303,2135350.704831355,5074061.876748658,0.16913539589162194
9,r3_median,3116456.145806848,1030599.4790703615,2092830.2712510626,3123429.750321424,0.10411432501071413
9,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
9,majoritarian_moving_phantoms,3918025.5081018643,1796803.9191034813,2134615.834347584,3931419.753451065,0.1310473251150355
9,r1_quadratic,2259608.5535633042,1123793.6835033784,1996240.5381302207,3120034.221633599,0.10400114072111998
9,r2_mean,5922578.42469228,2961289.212346139,1467566.9616617835,4428856.174007922,0.14762853913359741
9,r3_median,2691565.5415450623,1190681.933126199,8219425.931557612,9410107.86468381,0.31367026215612703
9,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
9,majoritarian_moving_phantoms,2076934.1129971407,823786.7473716787,2638212.841345863,3461999.5887175417,0.11539998629058472
9,r1_quadratic,2215458.0775439283,1107729.0387719665,1877651.4033502713,2985380.4421222378,0.09951268140407458
9,r2_mean,5928619.619172899,2964309.809586448,1288485.083659561,4252794.893246009,0.14175982977486698
9,r3_median,2516837.5839481875,733544.1494294843,4471290.424110049,5204834.573539534,0.17349448578465113
9,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
9,majoritarian_moving_phantoms,2754992.109019925,1286019.4026701557,4095370.0453816005,5381389.448051756,0.17937964826839187
9,r1_quadratic,2113956.3320811726,1056978.1660405868,2994489.044169422,4051467.2102100085,0.13504890700700029
9,r2_mean,5814567.192092856,2907283.5960464296,1681550.8978514434,4588834.493897873,0.15296114979659575
9,r3_median,2403925.5038402826,1025921.9413575949,3095306.3043262614,4121228.2456838563,0.13737427485612855
9,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
9,majoritarian_moving_phantoms,4690839.299678896,1099840.9965567342,2590070.096251368,3689911.0928081023,0.12299703642693674
9,r1_quadratic,2133070.183934375,1066535.0919671883,2734862.072864996,3801397.164832184,0.12671323882773947
9,r2_mean,5840034.264031478,2920017.132015739,2625930.5530578275,5545947.685073567,0.18486492283578557
9,r3_median,3085567.4824088234,956295.8844208065,4683091.631709977,5639387.516130784,0.18797958387102612
9,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
9,majoritarian_moving_phantoms,4596380.872317625,1199973.0006982381,2493795.8066040073,3693768.8073022454,0.12312562691007485
9,r1_quadratic,2136497.7358049727,1068248.867902485,2039386.50694177,3107635.374844255,0.10358784582814183
9,r2_mean,5886249.329164279,2943124.66458214,1380836.8229927395,4323961.487574879,0.1441320495858293
9,r3_median,3356257.3154676193,1227777.4890655149,6213489.33083427,7441266.819899785,0.24804222732999284
9,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
9,majoritarian_moving_phantoms,3452195.2065255092,1508427.2160089011,3407792.6426297757,4916219.858638677,0.1638739952879559
9,r1_quadratic,2130736.295786221,1065368.147893113,2245186.4247055813,3310554.5725986944,0.11035181908662314
9,r2_mean,5868986.998981912,2934493.499490954,1782154.23585019,4716647.735341144,0.15722159117803813
9,r3_median,3681121.784469774,1284797.7230658764,3644069.882906544,4928867.60597242,0.16429558686574736
9,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
9,majoritarian_moving_phantoms,4487022.429708883,1096105.2952546785,3278967.5383895244,4375072.833644203,0.14583576112147342
9,r1_quadratic,2147779.2587685026,1041337.4891636111,1777619.2346706814,2818956.7238342925,0.09396522412780975
9,r2_mean,5882556.52736671,2941278.263683359,1301870.067786049,4243148.331469408,0.14143827771564693
9,r3_median,2410041.425067822,1040564.6092693675,4382159.181710164,5422723.790979532,0.18075745969931772
9,r4_capped_median,603605.5348347701,603605.5348347701,896394.4651652299,1500000.0,0.05
9,majoritarian_moving_phantoms,3292448.465626727,1527770.2008253373,4113260.6172399977,5641030.818065335,0.18803436060217785
9,r1_quadratic,2055232.5805098095,1027616.2902549077,2290097.6439443426,3317713.9341992503,0.11059046447330835
9,r2_mean,5823899.6518077385,2911949.825903872,1767836.3340754972,4679786.1599793695,0.1559928719993123
9,r3_median,2989011.475109622,857221.1797812888,4373645.046583706,5230866.226364994,0.1743622075454998
9,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
10,majoritarian_moving_phantoms,3341695.723288686,1039715.58667704,3264154.132261781,4303869.718938821,0.14346232396462735
10,r1_quadratic,2151147.178808281,1075573.589404142,2320763.744500596,3396337.333904738,0.11321124446349128
10,r2_mean,5888354.638276127,2944177.319138063,1998075.6930539783,4942253.012192042,0.16474176707306806
10,r3_median,2769149.306118193,942062.5917443195,5199168.512792021,6141231.104536341,0.20470770348454467
10,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
10,majoritarian_moving_phantoms,2514696.06186875,1096203.306426934,2805433.0653634006,3901636.3717903346,0.13005454572634448
10,r1_quadratic,2279514.3775928896,1100887.2122194264,2295713.7743864506,3396600.986605877,0.11322003288686257
10,r2_mean,5898222.61773886,2949111.308869427,1122184.4809069182,4071295.7897763452,0.1357098596592115
10,r3_median,3427262.8579787817,1039642.1056167132,1961971.9270946656,3001614.0327113788,0.1000538010903793
10,r4_capped_median,54278.04533710494,0.0,1500000.0,1500000.0,0.05
10,majoritarian_moving_phantoms,4838727.432940866,1966421.864376382,3016495.7568055624,4982917.621181944,0.16609725403939815
10,r1_quadratic,2246278.9770576917,1091040.4614254707,2619794.422615688,3710834.8840411585,0.12369449613470529
10,r2_mean,5877048.597169083,2938524.2985845394,1251940.597988025,4190464.8965725647,0.1396821632190855
10,r3_median,2771514.192489372,1257921.013433732,1920828.49079119,3178749.504224922,0.1059583168074974
10,r4_capped_median,123663.57929983782,85040.51864703302,1414959.481352967,1500000.0,0.05
10,majoritarian_moving_phantoms,2399488.772154257,1082409.514523006,3331464.574364192,4413874.088887198,0.14712913629623994
10,r1_quadratic,2086310.6266190058,1036211.1632453818,2586045.625607421,3622256.788852803,0.12074189296176009
10,r2_mean,5849716.05484093,2924858.027420466,1413778.1920711237,4338636.21949159,0.14462120731638634
10,r3_median,3490830.276119096,1008146.6707371073,3430843.9055576306,4438990.576294738,0.14796635254315793
10,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
10,majoritarian_moving_phantoms,3645977.3480651444,1767123.0582819195,3151586.7428413876,4918709.801123307,0.1639569933707769
10,r1_quadratic,2315888.5817442783,1102063.2684170215,2014790.3902479575,3116853.658664979,0.1038951219554993
10,r2_mean,5919103.949178176,2959551.97458909,1567734.546907968,4527286.521497058,0.15090955071656859
10,r3_median,2298534.1635506693,857210.1598171184,1217008.2467624648,2074218.4065795832,0.06914061355265277
10,r4_capped_median,379704.3122496321,98403.42177948076,1401596.5782205192,1500000.0,0.05
10,majoritarian_moving_phantoms,3209093.1067571803,1177929.266732959,3500820.5344542637,4678749.801187223,0.15595832670624077
10,r1_quadratic,2194033.5101048783,1097016.7550524382,1639834.0693923,2736850.824444738,0.0912283608148246
10,r2_mean,5918692.90737267,2959346.4536863365,1049360.0756871356,4008706.529373472,0.13362355097911574
10,r3_median,2855253.1657587723,1170199.3726848625,3794236.4047413794,4964435.777426242,0.16548119258087474
10,r4_capped_median,510931.55243602605,285933.5891650345,1214066.4108349655,1500000.0,0.05
10,majoritarian_moving_phantoms,3382643.6394611467,1400639.6889447626,3926369.991095082,5327009.6800398445,0.17756698933466147
10,r1_quadratic,2230737.3923768396,1115368.6961884191,2567455.4024313795,3682824.0986197987,0.12276080328732662
10,r2_mean,5883395.707351381,2941697.853675692,2271330.680320851,5213028.533996543,0.17376761779988475
10,r3_median,3144132.818854293,871909.8699793555,5185275.581557391,6057185.451536747,0.20190618171789157
10,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
10,majoritarian_moving_phantoms,3568105.66214039,1595004.6499941899,4975075.202098874,6570079.852093064,0.21900266173643548
10,r1_quadratic,2160672.059471412,1055521.2946735965,2736228.3562166044,3791749.650890201,0.12639165502967337
10,r2_mean,5867919.092058038,2933959.54602902,1441211.2699774373,4375170.816006457,0.14583902720021524
10,r3_median,3758692.0719513567,1384994.062973218,5494593.069162179,6879587.132135397,0.2293195710711799
10,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
10,majoritarian_moving_phantoms,3014579.640673684,794159.479347385,4131759.751680774,4925919.231028159,0.16419730770093863
10,r1_quadratic,2100145.260713163,1050072.6303565814,2116632.681424141,3166705.3117807223,0.10555684372602407
10,r2_mean,5876997.328462366,2938498.664231185,911953.7446390203,3850452.4088702053,0.12834841362900684
10,r3_median,2647076.7264204975,893173.4618899254,2497987.7116593337,3391161.173549259,0.1130387057849753
10,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
10,majoritarian_moving_phantoms,3232102.6524016038,1201284.569074588,5861369.909372475,7062654.478447063,0.23542181594823544
10,r1_quadratic,2242808.220784308,1076375.7644148986,2437987.4098250424,3514363.174239941,0.11714543914133137
10,r2_mean,5894395.075756594,2947197.537878298,1279568.839012836,4226766.376891134,0.1408922125630378
10,r3_median,2993404.094556313,880294.4076994527,6206677.459864504,7086971.867563956,0.23623239558546522
10,r4_capped_median,160569.54935670528,160569.54935670528,1339430.4506432947,1500000.0,0.05
