round,voting_rule,max_vev,project_max_vev,project_max_original_allocation,project_max_new_allocation,project_max_allocation_percentage
3,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
3,majoritarian_moving_phantoms,2177050.14406915,1044070.0973336212,3329930.2620684765,4374000.359402098,0.14580001198006992
3,r1_quadratic,2137100.6886986736,1068550.3443493363,1980152.178469786,3048702.5228191223,0.10162341742730407
3,r2_mean,5897745.9462346975,2948872.973117347,1325480.442904546,4274353.416021893,0.14247844720072975
3,r3_median,3325477.2194109154,1092705.348752305,3356063.42205265,4448768.770804955,0.14829229236016517
3,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
3,majoritarian_moving_phantoms,4523923.489838049,1867266.3430870317,1606355.8757318223,3473622.218818854,0.11578740729396181
3,r1_quadratic,2018679.9511557221,1009339.9755778587,3005462.901604656,4014802.877182515,0.1338267625727505
3,r2_mean,5761986.1842959,2880993.092147947,1976513.8674917496,4857506.959639696,0.16191689865465655
3,r3_median,3295272.687185609,1613705.1015215395,4870062.854777728,6483767.956299268,0.21612559854330893
3,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
3,majoritarian_moving_phantoms,3191488.2154992805,683013.0423027612,4279669.122911617,4962682.165214378,0.16542273884047928
3,r1_quadratic,2160445.0593967615,1080222.5296983796,2022123.9516695368,3102346.4813679163,0.10341154937893055
3,r2_mean,5902039.669599645,2951019.8347998215,1582451.516326192,4533471.351126013,0.15111571170420043
3,r3_median,4486284.433473168,1133250.374864412,2127523.137160514,3260773.512024926,0.10869245040083086
3,r4_capped_median,412596.32097201,0.0,1500000.0,1500000.0,0.05
4,majoritarian_moving_phantoms,2163068.8791214935,775602.6136856012,1647621.0160248515,2423223.6297104526,0.08077412099034842
4,r1_quadratic,2093755.793923824,1046877.8969619148,2392235.583196721,3439113.480158636,0.11463711600528786
4,r2_mean,5848346.179598701,2924173.08979935,1903753.4120247534,4827926.501824103,0.16093088339413678
4,r3_median,2255996.5656926427,609815.4615762439,4507156.723998055,5116972.185574299,0.17056573951914328
4,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
4,majoritarian_moving_phantoms,3900764.511425822,1343827.6812116038,1128907.7786369561,2472735.45984856,0.08242451532828533
4,r1_quadratic,2204096.105184617,1093682.9600349176,2432781.9589160695,3526464.918950987,0.11754883063169957
4,r2_mean,5904906.672868119,2952453.33643406,1063039.6661028916,4015493.002536951,0.1338497667512317
4,r3_median,3299119.579698822,942066.5414054664,6134730.091824167,7076796.633229634,0.23589322110765445
4,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
4,majoritarian_moving_phantoms,1597229.7702274646,798614.8851137329,3359895.4227388175,4158510.3078525504,0.1386170102617517
4,r1_quadratic,2229699.259321226,1114849.6296606148,2233312.1112053227,3348161.7408659374,0.11160539136219791
4,r2_mean,5921147.420677951,2960573.7103389734,1656087.6668231224,4616661.377162096,0.15388871257206987
4,r3_median,2366314.6779523026,742200.7077327766,3292612.232427079,4034812.940159856,0.1344937646719952
4,r4_capped_median,149575.26096053678,0.0,1500000.0,1500000.0,0.05
4,majoritarian_moving_phantoms,1649858.694177506,612749.4388735613,2051977.3177553636,2664726.756628925,0.08882422522096417
4,r1_quadratic,2192167.1831607623,1096083.5915803807,2454087.85348575,3550171.4450661307,0.11833904816887103
4,r2_mean,5896627.667299331,2948313.833649668,1052598.1138064247,4000911.9474560926,0.13336373158186976
4,r3_median,2188945.807970942,571700.4546809057,2687824.942194457,3259525.396875363,0.1086508465625121
4,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
4,majoritarian_moving_phantoms,2523101.047775531,951624.5221972107,3349830.840542384,4301455.362739595,0.14338184542465315
4,r1_quadratic,2157525.386503917,1075922.9881992266,2443683.582455561,3519606.5706547876,0.11732021902182625
4,r2_mean,5871481.109771748,2935740.5548858736,2147151.138957846,5082891.69384372,0.169429723128124
4,r3_median,2754552.409732587,1255116.7223342636,1995948.2104196416,3251064.932753905,0.10836883109179683
4,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
4,majoritarian_moving_phantoms,2226434.4733660426,1033987.8668711842,2493404.5621094867,3527392.428980671,0.11757974763268902
4,r1_quadratic,2038428.3603956457,1019214.1801978229,2597953.1568096625,3617167.3370074853,0.12057224456691618
4,r2_mean,5773757.486523924,2886878.7432619636,2254066.803032682,5140945.546294645,0.17136485154315484
4,r3_median,2467960.537290136,933943.3028012868,3349092.193881101,4283035.496682388,0.14276784988941293
4,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
4,majoritarian_moving_phantoms,2908752.656688561,1060407.262487371,2256798.7436124,3317206.006099771,0.11057353353665902
4,r1_quadratic,2210852.976360108,1105426.4881800525,2285875.044265209,3391301.5324452617,0.11304338441484206
4,r2_mean,5902356.507611936,2951178.253805969,1763371.327602802,4714549.581408771,0.1571516527136257
4,r3_median,2326919.1626381357,751368.6333382349,1989189.6321310317,2740558.2654692666,0.09135194218230888
4,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
4,majoritarian_moving_phantoms,4681885.928937258,1965173.5847934922,2081820.9420580715,4046994.5268515637,0.1348998175617188
4,r1_quadratic,2089463.8932344788,1039844.4310022234,2414679.2572324835,3454523.688234707,0.11515078960782356
4,r2_mean,5827981.353256397,2913990.6766281985,1999100.78662036,4913091.463248558,0.1637697154416186
4,r3_median,2676534.9041373096,1049190.7973790197,2305649.6192561295,3354840.416635149,0.1118280138878383
4,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
4,majoritarian_moving_phantoms,5015179.89240873,2439410.979710184,5963639.081699252,8403050.061409436,0.2801016687136479
4,r1_quadratic,2256204.9740063553,1106440.3192762313,1770507.5043022912,2876947.8235785225,0.09589826078595075
4,r2_mean,5924178.195160155,2962089.097580077,1234843.9675364036,4196933.065116481,0.13989776883721602
4,r3_median,1900861.9392033205,914231.3640799094,4902434.466471561,5816665.830551471,0.19388886101838235
4,r4_capped_median,333852.8261457486,0.0,1500000.0,1500000.0,0.05
4,majoritarian_moving_phantoms,3699591.638294855,1182576.237641368,3463338.903911082,4645915.14155245,0.15486383805174833
4,r1_quadratic,2038216.9424850524,1019108.4712425245,2034315.1930778373,3053423.664320362,0.10178078881067873
4,r2_mean,5841102.5008872915,2920551.250443646,1338386.0162315606,4258937.266675207,0.14196457555584022
4,r3_median,2107707.407519196,936188.1415878301,4209691.649824312,5145879.791412142,0.17152932638040475
4,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
5,majoritarian_moving_phantoms,3964039.1964690518,1655033.2575326986,2828347.2518089977,4483380.509341696,0.14944601697805654
5,r1_quadratic,2110400.2672748147,1055200.133637409,1806753.1511266006,2861953.2847640095,0.09539844282546699
5,r2_mean,5888893.496860882,2944446.7484304435,1112576.1718018404,4057022.920232284,0.13523409734107614
5,r3_median,3040250.03839208,964970.6957255923,3022056.6424530335,3987027.338178626,0.13290091127262085
5,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
5,majoritarian_moving_phantoms,3535684.8905154224,1260730.1410148777,2580837.020277292,3841567.1612921697,0.128052238709739
5,r1_quadratic,2273705.695024978,1107829.6548758466,1840850.9341456653,2948680.589021512,0.09828935296738373
5,r2_mean,5909029.163205605,2954514.5816027997,1110552.900633251,4065067.482236051,0.13550224940786837
5,r3_median,3321525.145973467,1195366.619149331,4223803.98779481,5419170.606944141,0.18063902023147135
5,r4_capped_median,154681.6346350005,99178.92272256664,1400821.0772774334,1500000.0,0.05
5,majoritarian_moving_phantoms,3333483.5157120996,1666741.5031328963,1606965.4078373082,3273706.9109702045,0.10912356369900682
5,r1_quadratic,2273845.4481399595,1136922.724069979,2157347.0172059326,3294269.7412759117,0.10980899137586372
5,r2_mean,5928468.23010044,2964234.115050219,1872909.904418677,4837144.019468896,0.16123813398229653
5,r3_median,3056284.196595597,1093736.9968607863,3677581.8402668983,4771318.837127685,0.1590439612375895
5,r4_capped_median,111828.07759270282,0.0,1500000.0,1500000.0,0.05
5,majoritarian_moving_phantoms,2674427.2908618287,942911.2878949088,3602584.4962220327,4545495.7841169415,0.15151652613723138
5,r1_quadratic,2204182.5195667134,1102091.2597833578,2413970.15032927,3516061.410112628,0.11720204700375426
5,r2_mean,5913336.375831057,2956668.1879155305,2126094.9332887954,5082763.121204326,0.16942543737347754
5,r3_median,2997625.7493236284,937402.0485515995,3369363.321696733,4306765.370248333,0.14355884567494442
5,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
5,majoritarian_moving_phantoms,2999616.4431316946,1120920.4512271453,713018.9254471152,1833939.3766742605,0.061131312555808684
5,r1_quadratic,2212167.3461251874,1106083.673062593,1694589.1626972149,2800672.835759808,0.0933557611919936
5,r2_mean,5927525.590504484,2963762.795252243,1306906.9607696142,4270669.756021857,0.1423556585340619
5,r3_median,2953963.7474392117,904418.046828419,3568171.8311520424,4472589.877980461,0.14908632926601537
5,r4_capped_median,405860.79306953086,236998.4756306694,1228189.7158064018,1465188.1914370712,0.0488396063812357
5,majoritarian_moving_phantoms,2431582.915676838,1215791.363185395,3399538.9267288945,4615330.2899142895,0.15384434299714297
5,r1_quadratic,2129691.9730271865,1064845.9865135932,2844311.1330614323,3909157.1195750255,0.13030523731916752
5,r2_mean,5823205.843668362,2911602.9218341825,2841886.3691971204,5753489.291031303,0.1917829763677101
5,r3_median,2917354.141127188,1458677.0705635962,2790269.837186268,4248946.907749864,0.14163156359166215
5,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
5,majoritarian_moving_phantoms,3426362.5913536986,1343465.4632261079,855793.6009390573,2199259.064165165,0.07330863547217217
5,r1_quadratic,2186292.096490645,1077256.1456859806,2484809.654606861,3562065.8002928416,0.11873552667642806
5,r2_mean,5878528.851355766,2939264.4256778825,1292353.7960386456,4231618.221716528,0.14105394072388427
5,r3_median,2351757.9455084624,1023277.7712105662,8610796.101742128,9634073.872952694,0.3211357957650898
5,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
5,majoritarian_moving_phantoms,3623232.9637164157,1383634.9967298652,2732913.6739119324,4116548.6706417976,0.13721828902139324
5,r1_quadratic,2295976.2048784047,1133124.712179135,2099935.8720141076,3233060.5841932427,0.10776868613977476
5,r2_mean,5925387.730493495,2962693.865246748,1576137.9212907744,4538831.786537522,0.15129439288458407
5,r3_median,2821417.526505083,795042.1910330893,1267131.0532782956,2062173.2443113849,0.06873910814371283
5,r4_capped_median,230898.69983496843,0.0,1500000.0,1500000.0,0.05
5,majoritarian_moving_phantoms,3502918.070662483,1356576.3452640623,6674345.019465466,8030921.364729528,0.2676973788243176
5,r1_quadratic,2239536.9875997393,1119768.4937998704,2423087.874626762,3542856.368426632,0.11809521228088773
5,r2_mean,5907406.624617402,2953703.3123087026,2141539.2717386708,5095242.584047373,0.16984141946824577
5,r3_median,3273650.049062365,1542906.3399607893,7152290.937552668,8695197.277513457,0.28983990925044856
5,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
5,majoritarian_moving_phantoms,3584986.214550296,1792493.10088092,1287400.0132644488,3079893.114145369,0.10266310380484563
5,r1_quadratic,2271754.4359704116,1096877.4006720353,1957591.1845993125,3054468.585271348,0.10181561950904493
5,r2_mean,5914639.861187916,2957319.930593959,1489075.3358603332,4446395.266454292,0.1482131755484764
5,r3_median,4850580.183599999,1482888.6098447181,3044979.914276419,4527868.524121137,0.1509289508040379
5,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
6,majoritarian_moving_phantoms,4553017.328560875,1602301.3569017565,3601885.3329118863,5204186.689813643,0.17347288966045477
6,r1_quadratic,2251288.371589778,1125644.185794887,1989631.5093728274,3115275.6951677143,0.10384252317225715
6,r2_mean,5924242.271629221,2962121.1358146113,1368131.0901850914,4330252.225999703,0.14434174086665677
6,r3_median,2603515.119714473,1167850.9644082207,6185635.347298602,7353486.311706822,0.2451162103902274
6,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
6,majoritarian_moving_phantoms,3981322.135369261,1835105.7759579509,2445890.897649242,4280996.673607193,0.14269988912023976
6,r1_quadratic,2115342.24723232,1057671.1236161632,2160308.5475880606,3217979.6712042238,0.10726598904014079
6,r2_mean,5863243.123965281,2931621.561982641,1489484.089514248,4421105.651496889,0.14737018838322963
6,r3_median,3208662.6317557376,1365565.165817561,2338425.5897125592,3703990.7555301203,0.12346635851767068
6,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
6,majoritarian_moving_phantoms,3760114.587174937,1424946.2166619813,3955640.9521928867,5380587.168854868,0.1793529056284956
6,r1_quadratic,2214274.458164191,1107137.2290820964,1630563.6951293051,2737700.9242114015,0.09125669747371339
6,r2_mean,5918203.578249304,2959101.789124654,893973.9908927056,3853075.7800173596,0.128435859333912
6,r3_median,2627911.3599695135,1024162.5725835483,2282202.2618605494,3306364.8344440977,0.11021216114813659
6,r4_capped_median,196050.30533283856,0.0,1500000.0,1500000.0,0.05
6,majoritarian_moving_phantoms,3269708.96161261,1280963.7910649334,3643824.71364018,4924788.504705113,0.16415961682350377
6,r1_quadratic,2197262.6533326753,1088915.7182082497,2526399.959559908,3615315.677768158,0.12051052259227192
6,r2_mean,5865742.000768937,2932871.0003844667,2104384.8905780045,5037255.890962471,0.16790852969874903
6,r3_median,2714344.9325021007,994615.1088202698,4021786.1327730063,5016401.241593276,0.16721337471977588
6,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
6,majoritarian_moving_phantoms,2262725.9029189423,1131362.9171346296,9092089.093876252,10223452.011010882,0.34078173370036274
6,r1_quadratic,2245027.078211844,1081872.9874734622,2234864.769469264,3316737.756942726,0.1105579252314242
6,r2_mean,5882642.7246787995,2941321.3623394007,1672008.564829712,4613329.9271691125,0.1537776642389704
6,r3_median,3171962.4475781517,1368680.1101411413,9781298.473002829,11149978.58314397,0.3716659527714657
6,r4_capped_median,0.0,0.0,1500000.0,1500000.0,0.05
6,majoritarian_moving_phantoms,3842400.496105377,941299.5144969057,2627573.4642269025,3568872.978723808,0.11896243262412694
6,r1_quadratic,2186661.7256563036,1093330.8628281534,1861479.7238785692,2954810.5867067226,0.09849368622355742
6,r2_mean,5920612.934207002,2960306.4671035,1446537.0608407378,4406843.527944238,0.14689478426480793
