round,normalized_median_gini_index,r1_quadratic_gini_index,r2_mean_gini_index,r3_median_gini_index,r4_capped_median_gini_index
28,0.15080533850053265,0.023434486093541054,0.11473872532459684,0.1508053385005327,-0.1
29,0.24352900707081468,0.05663095647161212,0.20402187112328898,0.24352900707081468,-0.1
30,0.09214641257749964,-0.01045859344155025,0.0734772990005862,0.09214641257749966,-0.1
31,0.20188646694004894,0.045920776751343345,0.16465111907162047,0.2018864669400485,-0.1
32,0.19724435266229734,0.030782152928233712,0.1365448597300261,0.19724435266229712,-0.09263506379808434
33,0.22527855130028795,0.053844749575062655,0.1671096498087896,0.22527855130028795,-0.1
34,0.2001136508205872,0.042919239698820014,0.1744567113476641,0.20011365082058744,-0.1
35,0.16148926421385892,0.03001795397380088,0.1328809871497266,0.16148926421385892,-0.1
36,0.22815380669747795,0.08022742495564873,0.21323221112917787,0.22815380669747773,-0.1
37,0.25637075729499126,0.05629627714883647,0.19573073814892789,0.25637075729499126,-0.1
38,0.18720928057959524,0.04938459904718419,0.164166034068067,0.18720928057959524,-0.1
39,0.06225758010526933,-0.03518310493389555,0.02485568656338565,0.06225758010526953,-0.1
40,0.3057522122480303,0.07998946571380068,0.25993470379230516,0.3057522122480303,-0.1
41,0.16240690716791614,0.03383574366255347,0.13248959851018374,0.162406907167916,-0.1
42,0.14349934050445207,0.012902137870180424,0.11078414306047504,0.14349934050445207,-0.1
43,0.3379936096029035,0.0924900866012199,0.24803890792303368,0.33799360960290337,-0.08577310524972578
44,0.1280810445090342,0.003785983078259415,0.10341629757351671,0.12808104450903401,-0.1
45,0.16842855486936364,0.038701530681002884,0.14329314357915873,0.16842855486936362,-0.1
46,0.1884594346092455,0.041382263038932714,0.16804834820591905,0.1884594346092455,-0.1
47,0.143017401560181,0.010238641505808013,0.1089298543006558,0.143017401560181,-0.1
48,0.11893315583161691,0.009303580138406715,0.08892853613281679,0.11893315583161691,-0.1
49,0.09510202749418784,-0.0013471685147108513,0.08240948281028346,0.09510202749418803,-0.1
50,0.18362020517667008,0.035897267986825486,0.14172628908965385,0.18362020517667008,-0.1
51,0.2576556148074457,0.05145163785962407,0.18901072534174732,0.2576556148074457,-0.1
52,0.1817531597974822,0.044052162130021305,0.14566142658617534,0.1817531597974822,-0.09572669772917979
53,0.11119217259288526,-0.006457736538144387,0.052961826881448376,0.11119217259288526,-0.1
54,0.22991775339443873,0.06722040643827802,0.20132257648397014,0.22991775339443873,-0.1
55,0.26363911743164786,0.06870326952614561,0.2119755130334096,0.2636391174316479,-0.1
56,0.1838015775095398,0.0258258589742057,0.11279137519394217,0.18380157750953935,-0.08196684580498195
57,0.09318239055718519,0.011786910287358981,0.10440655963391347,0.09318239055718519,-0.1
58,0.19460057565227806,0.055160105052582176,0.17277869294956666,0.19460057565227806,-0.1
59,0.23862610567197487,0.056842986938107756,0.2240988563834248,0.23862610567197487,-0.1
60,0.24355550137204113,0.060242947495488273,0.1891016896549067,0.2435555013720414,-0.0911866075327889
61,0.08849218509146348,-0.003496078251744062,0.07499111034546382,0.08849218509146348,-0.1
62,0.3292039380642632,0.12317301027463991,0.3046296851523794,0.3292039380642632,-0.08465228460436029
63,0.13993495437054243,0.026380718268442155,0.11564183188617325,0.13993495437054262,-0.1
64,0.1300470191133376,0.004195804187203571,0.10086682547680009,0.13004701911333777,-0.1
65,0.140022142482673,0.02578781760147289,0.1346110481321348,0.140022142482673,-0.1
66,0.23544739704812653,0.0408964899051778,0.17519390634766704,0.23544739704812667,-0.1
