normalized_median_distances,r1_quadratic_distances,r2_mean_distances,r3_median_distances,r4_capped_median_distances,changed_vote_l1_distances,round
5495.941895550517,17127.49106811665,29616.42848402599,5525.026474637951,7656.098380562853,1632766.0,1
2173.39397148002,16586.401899381886,27383.037281890527,2169.131684381072,2266.014861117288,1499481.0,2
1750.0922420644029,18620.1442381124,31389.214908840855,1728.929883412032,1743.5018597371936,1707689.0,3
5117.492078759444,12277.124650031456,25234.58485380801,5114.082485380647,5395.93893020371,1430077.0,4
826.5331955965221,9577.50335135941,19064.27197341139,825.9843732038358,870.9089714138456,1061636.0,5
14910.81480426031,12082.571795199608,29608.83827983629,8122.118827730211,15477.131285666277,1751070.0,6
20304.087708680105,15521.764189591371,31751.677167058388,20291.756469831613,3778.9798041271397,1901994.0,7
2332.0678632081954,11047.86120653063,16353.997743018477,2348.5467621081175,2376.4292784670142,913806.0,8
2441.103908445695,12839.621502049795,21997.098268540518,2439.4842218811245,2571.799081461326,1211782.0,9
538.8001722537763,13169.356706674811,25797.81501297289,538.4395963973872,568.6047941513345,1414941.0,10
21007.461727199356,15835.425968713771,28752.234431237717,21071.220715520227,4816.758278902409,1707112.0,11
552.2239228895191,13513.819576685677,27727.669110997667,551.8559592813144,582.2727441416596,1594579.0,12
1936.6765142486067,16792.119413125438,28977.919829347855,1935.5544346945892,2040.079642768232,1672445.0,13
2154.4076095912537,12589.780439428585,23729.216858805456,2152.978600753719,2269.609315627567,1306192.0,14
2248.9730898124744,13951.596969721664,23751.28662689779,2247.484158095071,2326.394880980169,1305134.0,15
3979.8623260595236,16191.023065853984,28309.82259823012,3977.695008807919,4130.690339856921,1558402.0,16
199.5418697192119,15838.430483464304,31758.60603985265,199.40891873294657,210.3964344977055,1746804.0,17
1660.6419217195423,9851.062433832503,19737.023878816057,1659.534299545949,1751.3507548584823,1106239.0,18
8684.734963361065,12240.27547057503,28528.089709512256,8679.193308804981,9080.999615355056,1635168.0,19
3300.2280465983213,16323.616402818525,31165.59593344127,3595.7285825952213,3477.031046700108,1755160.0,20
3387.144635573282,15345.054601803984,24800.74675014782,3523.0330265745397,3561.3439837785836,1376783.0,21
1011.2172933702482,13464.493411130417,30139.68110007174,1010.5452912362817,1065.6806355849599,1725664.0,22
3663.4617377748987,14894.942451173161,26844.801003153996,3779.012636919478,3781.1052275686234,1473924.0,23
9260.513535303777,12703.028516434353,22041.27613161175,9254.48291850517,9715.331328515935,1260500.0,24
1933.764272912969,16174.747754319107,27316.401334464146,1932.4779596663016,2038.307831732051,1535540.0,25
6513.260440066833,17376.51384405164,33346.35241117657,6508.963132991803,6756.65268626393,1862917.0,26
1510.4128347599471,16969.093155149676,33246.393691686695,1509.4029910311074,1482.5652843232122,1838525.0,27
5322.511330448475,14451.71408782657,32232.118470569134,5318.9838979262295,5606.259804658728,1838847.0,28
171.64056524040234,14047.352652820318,23389.07620552302,171.52554649050194,181.1828295534733,1273397.0,29
1310.226454537636,14492.945558042291,33331.63212261761,1309.3544174256883,1381.2108429594048,1883694.0,30
4201.780606288987,17059.233337684538,29856.13890088685,4184.399939582383,4413.414015246957,1663020.0,31
6710.652293018946,14582.511339873541,24990.22277024704,6935.457476204587,7050.210669908591,1391731.0,32
2935.1547513253527,18394.660136923892,32243.621237168107,2933.1990681713755,3094.8649505728454,1762586.0,33
255.2950788017297,14704.944859078716,30693.485509141366,255.12487261654272,269.2162259268339,1699659.0,34
2723.678730318712,16978.08329176661,29650.973511573873,2660.084103851397,2760.979943606137,1846854.0,35
2891.574763282507,17084.080001449547,30904.570188491452,3029.540753188139,3042.454849404145,1698812.0,36
2654.286904346225,11405.85777754962,23017.064543182012,2701.03527835385,2791.6178862988922,1288078.0,37
5530.230686000388,18036.458859698556,31486.464886804206,5466.239887135937,5803.26810652373,1754890.0,38
165.02160348225283,16439.655444845936,35580.76575486884,164.91105114774433,174.18621716837583,1988135.0,39
5021.250364415126,15483.579902959358,30815.518992226323,5017.915041675116,5291.28941722331,1774356.0,40
6341.579253274425,21854.13630216811,44840.137453545816,6483.9025813881635,6670.446047310952,2474183.0,41
2262.5974693966373,15589.007705489246,28668.16294362709,2199.0537849624616,2387.200168246231,1579378.0,42
8399.488710472691,12074.515748240969,22451.551875415636,8538.91165373143,8814.879256790015,1260871.0,43
1620.5401468516416,13300.510531252063,24588.8776370419,1619.4665813085328,1706.7753590807208,1368254.0,44
6551.548235397017,14649.31542425231,25869.782495026266,6547.3046249578665,6748.103667797877,1444304.0,45
2000.3476910029403,14195.661945242635,25290.538146226725,1999.017693080959,1998.0255883023806,1389724.0,46
2734.3029451243538,15028.817448430309,28253.22101851889,2793.5495274214395,2882.4463444758135,1616464.0,47
