majoritarian_moving_phantoms,r1_quadratic,r2_mean,r3_median,r4_capped_median,Project
92238.39563306593,76575.51608001138,86995.77068339304,98133.43480456596,110433.89630265505,Project 1
2135.7651175849446,15287.859752890607,5004.481465633623,1463.2123841302853,1646.6176387243522,Project 2
8538.125490633463,28331.620290345163,17872.006985079344,7981.812632211748,8982.286926859728,Project 3
231857.05462056788,124126.84336406269,227308.56499816058,244795.05915940503,275478.71153649065,Project 4
0.2162271072957592,1499.0697148452698,138.59597653777638,0.20642155588727634,0.0,Project 5
1.1217002516464494,3618.417190211446,816.6583867945791,1.0460999667577173,0.0,Project 6
13104.10623988338,28123.990064820708,13048.91578929812,13097.105253649179,14718.096987111643,Project 7
2981.3109238568272,13330.76143608532,3268.8005205555824,2269.3575641856646,2553.8084794038514,Project 8
31075.022835057665,43674.53933789586,29686.732592966968,31900.706267508245,35899.2762756486,Project 9
19477.403111657946,35507.06499095222,18897.917034235652,18893.075987474185,21261.214371983122,Project 10
30001.80150335075,43020.63050787943,29295.23797974575,29789.322715934686,33523.242942524535,Project 11
1003.8406559824604,12108.88734493822,3252.5879178446517,938.4293626814631,1056.0560845762777,Project 12
4535.705123567536,16818.695621517596,4558.432344545406,4313.060571738369,4853.677901675397,Project 13
178354.2279527849,104436.15624965256,200654.79413041056,157414.65079767175,173443.1611009684,Project 14
49505.82285737388,58380.80396729534,51355.52319608793,51907.37585969797,58413.666804273635,Project 15
146303.77531185836,102459.70283984316,162313.31325147164,143872.84248594972,161906.47560134457,Project 16
23301.048348939003,38683.81566220291,23345.80945584325,22448.435841536844,25262.21813002044,Project 17
97.31968298932725,4681.043677031833,774.1753754446374,88.44506878271845,0.0,Project 18
1336.670430973367,11938.412766462,3227.739858157342,1035.5305427692565,1165.3283389719006,Project 19
4203.811378914081,14990.021796279663,4104.220902816483,4021.045952238702,4525.060929560761,Project 20
452.63371493738146,7726.924913952554,1437.5747600956454,320.626639306132,0.0,Project 21
3045.0456201552324,13481.086206055481,3694.7684533463275,1619.597316368041,1822.60452254673,Project 22
6262.294590075771,20271.1912714137,7265.558685573052,5694.709854950473,6408.508974008186,Project 23
26164.67939593869,41665.12560787193,26975.44460630605,25667.845952302003,28885.16277713286,Project 24
26916.90137238536,42070.19893872437,26977.13626879752,27179.62630866169,30586.436103997486,Project 25
15919.296407965825,30990.675289278934,16008.198265388814,13905.52157493502,15648.498706877592,Project 26
9936.604410650454,25015.426147304577,11084.672356852538,9461.68675225658,10647.654754241737,Project 27
34505.739038442625,46933.20422890264,33378.508963760556,34865.16463481369,39235.31244497787,Project 28
1617.6324299415498,10232.982320174478,2216.0001864709675,643.8026280433068,0.0,Project 29
2519.003086214019,12493.4889998688,2782.7036498282496,2225.0088398517637,2503.900897609749,Project 30
1756.7815307086312,10267.360885847549,2191.756901039659,842.4707282706239,948.0695873852313,Project 31
40698.73365517333,52095.598823134125,42387.83765673179,40402.34604605003,45466.54769110227,Project 32
101.85979525385821,5812.275252008439,970.181576850752,89.37893668525905,0.0,Project 33
214.50899330313104,6262.971639427285,963.0084393799797,178.69222111118057,0.0,Project 34
2789.6232393637683,13393.46004982754,3783.4543021188124,1348.251775103921,1517.2473787167319,Project 35
1574.5272571913306,10524.277823281514,2544.657978999646,549.0676644957183,0.0,Project 36
49228.81042033743,55647.498172702595,48511.961379101434,49637.85900662186,55859.67907003331,Project 37
3447.825959036215,13852.852661426985,3369.2050618115295,2424.389754760435,2728.273063178015,Project 38
233.36609283958833,6621.636545449924,1200.1086556043354,163.59775797014765,0.0,Project 39
21606.647867674208,37334.56823141635,20915.237255706976,21404.798682446868,24087.7670570088,Project 40
5315.438921435406,18179.04699891764,5365.266361569167,4945.939385469246,5565.884433800685,Project 41
3151.3896068291347,13641.213898527358,3265.907049815967,2413.2525589821234,2715.739883980386,Project 42
93741.06033493581,77320.03637305493,89806.6903866921,98460.30568643025,110801.73856909611,Project 43
19014.62491967905,33597.0683709204,17792.466958923826,19343.552085029994,21768.155056810632,Project 44
22531.93028949079,37812.94380201569,24795.631376714555,21985.29623285582,24741.026635800437,Project 45
1501.4812588723144,10319.935188974292,2356.9889719871185,593.9574779502913,0.0,Project 46
17642.180866298255,33299.19616595145,19213.09409951869,17385.800156768037,19565.010187148488,Project 47
6111.931935879812,18986.544229778327,6538.656865814245,5805.4288930638295,6532.018252752204,Project 48
3847.860490231704,15945.421191664123,4398.796533346331,3149.970019370822,3544.8006397457125,Project 49
27384.30380943392,41858.175948809636,26525.61769293903,28132.237957837722,31658.45214309075,Project 50
43116.723346419305,53400.91535529696,43061.26210169094,43818.11369567478,49310.462164939396,Project 51
12297.280605216401,26929.58690970694,12876.433194536548,10247.508831030125,11531.975109811077,Project 52
4853.019256206187,15449.701792099715,4830.025446787274,3732.2963211516108,4200.118193372972,Project 53
3709.1023712862298,16535.25279073088,5222.675699355019,2914.897839382152,3280.263514348978,Project 54
2711.989403513704,11680.008928662166,3042.338316104983,1147.0454601234987,1259.786330363044,Project 55
35608.853421081316,47463.38398871879,33700.28813535966,35065.32159192335,39460.5579251725,Project 56
1162.7831133762295,9238.148039146721,1785.2912077734077,813.2442794115356,915.1797712993356,Project 57
4470.856202769313,15965.182983751853,4528.912768818607,4352.718424560078,4898.306638199504,Project 58
12585.754462189889,28613.31017452478,12607.241316580417,12974.046958234163,14600.269105680425,Project 59
2400.8412737903527,13397.379242592773,3814.319638409405,2117.575258610658,2307.849256362759,Project 60
328.64349710001045,8725.81370368896,2166.7310992378975,277.90653136427346,0.0,Project 61
387.40212324681545,6931.174293291731,1148.6766391764013,276.4230312801495,0.0,Project 62
42271.155230349825,53729.487214163106,44090.729580845706,44382.860234016065,49945.996432915155,Project 63
6255.9842711429355,19942.672103543588,6238.196864798004,6531.984459696408,7350.731133677838,Project 64
101066.49375182184,79988.29992351847,98359.66496209826,104393.73783151218,117478.8922989514,Project 65
2852.3463384241086,13405.221248030939,3980.8843884240246,2973.3673542784595,2164.2819580376213,Project 66
950.4461839943721,9298.122342209846,1768.3692335846831,871.852800723239,981.134533586811,Project 67
11349.435384760345,26857.33734901936,11346.50008639923,11332.118385751253,12752.534232534952,Project 68
11226.001335530205,26062.762425777586,11260.968693346174,11108.417958141574,12500.794243257034,Project 69
2518.9298602919735,12948.726529496123,2959.757331808437,1948.4237324782184,2192.64743820136,Project 70
6394.801016432608,19385.296926986684,6189.7652189881865,5743.247040339919,6463.13001635523,Project 71
40796.95283246362,53650.4994784145,47098.45255574473,39434.83604161518,44377.76587362768,Project 72
439.81629169837987,8097.858804355183,1479.1004883684848,403.3482161753351,0.0,Project 73
19602.93512366558,35416.817958046384,21051.735576153274,19175.199923459095,21578.700920304822,Project 74
2456.310813254287,12518.686468012877,3069.0348142532766,2229.9016618914084,2483.3389807161634,Project 75
7153.201737541893,20976.239965278262,6927.401935918471,7125.983020035646,8019.183996324176,Project 76
24526.146269653527,38406.985873722864,24239.462740775016,23927.831448298013,26927.047465231528,Project 77
46206.674458912916,52382.29167516763,42126.061289924495,46693.589610250296,52546.36244299876,Project 78
5535.2140014468905,20895.51871144041,10631.25245619177,2312.598345676437,2602.4692440933545,Project 79
878.7121255813361,11084.48778655045,2980.6809026656656,610.3260347593157,0.0,Project 80
20484.875631162977,34841.57853116052,20350.68278996353,19200.41643595315,21607.078177571206,Project 81
12367.458753385177,27035.53395409808,12069.619486266109,12501.466437668256,14068.453335583668,Project 82
16863.658847303588,32371.950284951552,16770.33206140312,16750.561366771453,18850.147869309367,Project 83
3578.7092358007785,15934.7657366435,4864.924412772233,2441.983712890535,2748.0723227429344,Project 84
19518.68237011257,34671.42228343335,18535.680169164574,19064.115384584868,21453.69257354415,Project 85
6682.527819160584,19836.505771327516,7153.902297968546,4954.489105367277,5575.505811902005,Project 86
5869.63634886228,20733.65313056173,11285.611985223608,2630.025027037568,2959.6835338300066,Project 87
18431.11832321422,33650.50277557239,18298.04891163488,18182.555421188903,20461.634140288206,Project 88
54153.94876112503,57370.597815319,51946.88790925796,55004.09278063105,61898.53937605372,Project 89
75118.23261409099,71626.88569187043,76733.84489423767,79580.34153952796,89555.27953146909,Project 90
28867.450581152047,39971.624136866805,27514.788019132757,26488.24405033837,29808.39305706625,Project 91
16372.489912378927,32798.19831210088,18587.631691302155,15890.879628397084,17882.709970717602,Project 92
493.9095993005639,8060.409093167405,1437.4640511871926,446.8918412407746,0.0,Project 93
3339.7505745990848,13870.99294084058,3566.2449406999417,2557.2288420071072,2877.7627657972466,Project 94
3771.6104969687703,15183.205745477326,4142.280851885808,3279.494781111441,3690.560585223787,Project 95
1141.2543722076284,9068.471198166766,1851.8258466633,1116.2414738857908,1037.6360606005726,Project 96
94479.07603716725,82136.58257490328,103416.32684519683,98420.5806755628,110757.03425665158,Project 97
22404.22345657697,37947.19138601615,21895.481360746715,23101.486199986164,25997.124593949164,Project 98
8163.059472562583,21333.296527569004,7360.794105582396,7933.980622724,8928.459450156835,Project 99
80194.75430291328,72934.6343478667,80767.92140197687,78079.93354515446,87866.80402674126,Project 100
4201.032712122232,18523.364310580935,7622.220697086036,3397.0251882398375,3822.822752741664,Project 101
120488.36279851124,87952.6488275464,124337.07232989585,116614.7132624465,131231.69669375182,Project 102
18884.12352562744,35498.731498299494,20049.30007473734,18621.617757324268,20955.730414363778,Project 103
337386.2001586048,144920.66844286738,315324.4159344252,345822.9262693368,389169.8405825262,Project 104
581321.034016515,187980.903151458,536931.3448348918,584289.9991309041,400000.0,Project 105
115927.59423591071,90321.48131356286,139420.37421775833,109004.84474970127,122667.9749419657,Project 106
13087.829000045367,27265.705292541552,12570.869301485398,11867.504885144117,13355.028349586304,Project 107
11560.762236037846,26733.531836410908,11806.772155374556,11211.133516525986,12616.38460596964,Project 108
11043.484839693321,25239.377037663508,10727.551931873526,8814.106357845953,9918.903882875637,Project 109
2618.038449455571,12238.106839433824,2881.566103178132,1782.8200146323913,1961.1188601440615,Project 110
629.2754509958546,8773.216029770909,1590.5314959112623,544.3949519915477,0.0,Project 111
52374.48153383612,58258.476147469606,51101.75004700351,52868.8378382454,59495.64251060968,Project 112
4485.81627253537,16864.88086800643,4667.48678953582,4388.045367129602,4938.061609786734,Project 113
55780.20587899161,62079.69939908882,58364.564782073045,58163.76994054692,65454.263890567316,Project 114
54583.20170932237,59741.95711581798,53644.10762979118,56048.27184422468,63073.60027818102,Project 115
7548.044501289472,22693.37032452689,9346.898895449713,5874.7880395806715,6611.1589231048065,Project 116
15177.311276099661,30520.392685553066,15009.95557763639,15452.7502875473,17389.663637519196,Project 117
2412.5517293580256,11714.371602910807,2636.469716061511,1956.6135373638854,2146.2469398643966,Project 118
2391.4251565870336,11944.054468578943,2606.621434708954,1821.8442830638373,2050.2019830054455,Project 119
10689.9651690203,26268.211156458143,12686.03070631114,9266.640323257703,10428.16037745607,Project 120
53383.38209623384,58430.25064955231,52197.040093545,55953.331316921256,62966.75950196619,Project 121
6700.648624961859,19951.633915496484,6319.776043728083,6725.459263342714,7568.456890914438,Project 122
43468.942973974394,51868.40424057492,42070.88351486921,42279.088561750475,47578.529084379705,Project 123
35736.873326427965,45072.149582255384,33391.45805880393,32337.17461490579,36390.4534194211,Project 124
18828.472052776873,34363.22690819176,19853.07303938486,18082.728416326052,20349.294394663444,Project 125
62982.32966374041,65781.76767615674,65590.1296575097,65884.63222142737,74142.89184078515,Project 126
7508.596174782809,21691.83895682565,7493.922319293414,7786.884821865107,8762.92603689195,Project 127
4959.2476087134055,17042.366430219627,5069.135145976334,4625.3874788703115,5205.15318982187,Project 128
6173.140754370078,18675.97943426023,6082.6982495480615,5291.0985968622135,5954.3073666653945,Project 129
235068.7239099511,125040.79779652799,232188.09620905825,245526.55967587963,276301.90143443504,Project 130
2070.799361579153,10323.43476478881,2097.153729947247,1622.865199116249,1773.0399072080515,Project 131
1653.211684499053,11929.497073256318,3552.798672843158,630.3364115490394,0.0,Project 132
14873.91570190926,30849.687477297666,15761.68516431006,14174.252065082239,15950.913017977384,Project 133
4866.50916273173,17317.089710872242,4993.36532165296,4341.559008448051,4885.748453477161,Project 134
10347.908230082814,25145.726535353024,9767.248237099548,9961.063130224407,11209.625088311082,Project 135
5569.744840974091,18679.378436409253,6482.196323625658,4653.329187529149,5236.597230914432,Project 136
32718.758202039488,46316.674853245546,32623.3623063289,31930.896535229887,35933.2507197467,Project 137
8078.271668548048,21649.504486331294,9103.719844191155,6236.631792187456,7018.357708439506,Project 138
4117.71839820445,15148.454976081699,3953.4443301920373,3231.1197518698646,3636.1220243648777,Project 139
29482.750524056777,41586.0767272439,26509.307550560727,29394.466749533425,33078.89405231314,Project 140
26416.83769867953,41454.47348637332,26528.165331488824,24064.054620533556,27080.345428424585,Project 141
37154.892868091134,46638.54514113008,33384.599879396366,38115.309520202034,42892.844293897535,Project 142
3492.4420419762682,14387.383706779126,3850.001735102307,2274.5770829289645,2559.682234794104,Project 143
6229.359971982117,19628.003766623082,6674.473821315732,5799.493604586536,6526.42676384768,Project 144
36691.25154366721,49813.50950314286,36965.57539171804,37545.11337361819,42251.17734063724,Project 145
48979.14959807389,56678.81205840088,49009.46509785824,49948.298959917505,56209.030885535605,Project 146
96847.44092413595,79520.93316177651,97070.81423766729,99828.71359223833,112341.668533544,Project 147
120931.57095162745,86094.75069840899,126977.04003239224,110087.01530309644,123885.78934857884,Project 148
5538.850668672201,18462.428895932895,5434.8940017018995,5122.663367642802,5764.75975045921,Project 149
25274.446492209663,40736.9180158032,25286.585601344173,25898.092128344797,29144.26898675277,Project 150
9645.673248518533,24853.61434524648,9826.60915275601,9736.980986171988,10957.45553663031,Project 151
1828.3582049775928,12452.910643591014,3344.6811422301435,935.2468529920021,1052.4746656059945,Project 152
3794.9923131461164,15050.067814692226,4014.86121473021,3088.0815182863225,3475.1547710904124,Project 153
9409.458756362219,24467.153847008914,9446.894928901333,9682.030604158872,10895.617440357488,Project 154
12523.07407205661,27188.77910052646,12356.365117844125,11996.042284067813,13499.677171998579,Project 155
2933.7879692989422,13168.88699377607,3098.1095436734995,2783.160352504742,3132.0134913678667,Project 156
1051.4369067007958,8760.086097857102,1615.5825508248017,711.6440517751527,0.0,Project 157
964.2700772374402,10272.974953276904,2939.742999390746,871.8480001583645,881.8200539346682,Project 158
3957.9174085867803,15551.527401081417,4024.8073594498023,3575.478496060415,4023.644156068377,Project 159
4003.1634581575595,16528.4726958346,5276.796246523429,3029.8338938123575,3409.606141983071,Project 160
82833.76754707216,71444.26887478093,78747.53302810743,83118.46253296456,93536.88363687482,Project 161
3796.9505709639952,16893.498752328407,6177.202566616406,3091.457069269172,3478.9534279696572,Project 162
20482.106411083005,36019.857537018775,21067.081830304032,20234.822845629573,22771.141479834143,Project 163
7623.161395200836,20968.64147473383,7922.094047097053,6335.76258394163,7129.913974647679,Project 164
