round,normalized_median_egalitarian_score,r1_quadratic_egalitarian_score,r2_mean_egalitarian_score,r3_median_egalitarian_score,r4_capped_median_egalitarian_score
75,5948708.945425663,8510754.176277917,5612541.55922802,5941370.355524377,6231274.238636227
76,5948708.945425663,8510754.176277917,5612541.55922802,5941370.355524377,6231274.238636227
77,5948708.945425663,8510754.176277917,5612541.55922802,5941370.355524377,6231274.238636227
78,5948708.945425663,8510754.176277917,5612541.55922802,5941370.355524377,6231274.238636227
79,5948708.945425663,8510754.176277917,5612541.55922802,5941370.355524377,6231274.238636227
80,5948708.945425663,8510754.176277917,5612541.55922802,5941370.355524377,6231274.238636227
81,5948708.945425663,8510754.176277917,5612541.55922802,5941370.355524377,6231274.238636227
82,5948708.945425663,8510754.176277917,5612541.55922802,5941370.355524377,6231274.238636227
83,5948708.945425663,8510754.176277917,5612541.55922802,5941370.355524377,6231274.238636227
84,5948708.945425663,8510754.176277917,5612541.55922802,5941370.355524377,6231274.238636227
85,5948708.945425663,8510754.176277917,5612541.55922802,5941370.355524377,6231274.238636227
86,5948708.945425663,8510754.176277917,5612541.55922802,5941370.355524377,6231274.238636227
87,5948708.945425663,8510754.176277917,5612541.55922802,5941370.355524377,6231274.238636227
88,5948708.945425663,8510754.176277917,5612541.55922802,5941370.355524377,6231274.238636227
89,5948708.945425663,8510754.176277917,5612541.55922802,5941370.355524377,6231274.238636227
90,5948708.945425663,8510754.176277917,5612541.55922802,5941370.355524377,6231274.238636227
91,5948708.945425663,8510754.176277917,5612541.55922802,5941370.355524377,6231274.238636227
92,5948708.945425663,8510754.176277917,5612541.55922802,5941370.355524377,6231274.238636227
93,5948708.945425663,8510754.176277917,5612541.55922802,5941370.355524377,6231274.238636227
94,5948708.945425663,8510754.176277917,5612541.55922802,5941370.355524377,6231274.238636227
95,5948708.945425663,8510754.176277917,5612541.55922802,5941370.355524377,6231274.238636227
96,5948708.945425663,8510754.176277917,5612541.55922802,5941370.355524377,6231274.238636227
97,5948708.945425663,8510754.176277917,5612541.55922802,5941370.355524377,6231274.238636227
98,5948708.945425663,8510754.176277917,5612541.55922802,5941370.355524377,6231274.238636227
99,5948708.945425663,8510754.176277917,5612541.55922802,5941370.355524377,6231274.238636227
100,5948708.945425663,8510754.176277917,5612541.55922802,5941370.355524377,6231274.238636227
