round,normalized_median_l1_distance,r1_quadratic_l1_distance,r2_mean_l1_distance,r3_median_l1_distance,r4_capped_median_l1_distance
1,9201302.524065573,5018510.151663566,8802909.522022301,9199432.257319223,8678644.882567666
