round,majoritarian_moving_phantoms_gini_index,r1_quadratic_gini_index,r2_mean_gini_index,r3_median_gini_index,r4_capped_median_gini_index
26,0.19511340813042213,0.10228110710254455,0.20070000904031143,0.23444055062281338,0.1887371459113407
27,0.24308550526604525,0.13051818442895693,0.25136420966699197,0.2940798996529119,0.21297244533365722
28,0.21695988003271927,0.11605146742675686,0.2218154052629546,0.2690891900241479,0.22423549708592294
29,0.2406581015372897,0.12220835703332929,0.24211694433744163,0.28527798437792135,0.2082689475215453
30,0.22680708012087708,0.1260746189657125,0.2389107410368882,0.2789962517659549,0.22030732979257397
31,0.19935264141631642,0.1023603406055789,0.19621769358421648,0.23105985304695253,0.2028479521386218
32,0.23566353858000172,0.1227731697842838,0.23394332985871996,0.2788999961094151,0.2230872971978141
33,0.23488766143795833,0.11859007657212585,0.22729189335211417,0.2650511440424316,0.21332558434445156
34,0.21887088961229012,0.11453177565539077,0.2158690888091712,0.2574196996725777,0.2192775783527585
35,0.21747438910121122,0.11364914022419835,0.22239324533384888,0.2643120034303794,0.20696081539732789
36,0.21617556083624392,0.11173645818951698,0.21306260707633493,0.2388637535962478,0.2121362661409977
37,0.20914556994806396,0.11207162185771556,0.21215596632056236,0.2414874859428104,0.20209807854471018
38,0.22514381580929627,0.12166931468621854,0.23158627307373925,0.27716160478994906,0.2241383634728243
39,0.25927979250704797,0.13019342347125915,0.2564131167885622,0.2960764216186358,0.20901456550062372
40,0.2380202659762657,0.12385368552799662,0.24481688150675798,0.28939028718472215,0.21462379418374822
41,0.20903967108614493,0.11204235891722712,0.21241728196742804,0.25323075821963675,0.20725220575447817
42,0.19404106519250322,0.10151144470710755,0.19647661426109733,0.2371300184666225,0.19947352098301813
43,0.24747372550182362,0.1369445459161024,0.25763238660044285,0.29600182717294315,0.23136943907573537
44,0.21265889611339045,0.11532929050224847,0.2198356095154267,0.2552967628305964,0.2071002849376918
45,0.24169608729781647,0.13078675605242007,0.2520917226354864,0.29872508837752243,0.21873510808421723
46,0.22468772967522874,0.12026037366113133,0.22757613923012718,0.26561958884306913,0.2161963627936458
47,0.24447825295049533,0.13256346189955584,0.2510779783861799,0.2867578973762943,0.22129034594709354
48,0.26097147851739105,0.13461027470513956,0.27085829353217694,0.3090035151167418,0.20560472573500682
49,0.214762262698426,0.11659222528665689,0.21805061844797083,0.25792815894095344,0.22542224489631002
50,0.20685040730689364,0.10955533244559686,0.20868138987403828,0.24877684584078055,0.1996137593612883
51,0.24858209708916612,0.13522311490972838,0.25326718799144987,0.3016544352610002,0.23456409843386883
52,0.24651347597675663,0.1268565614027436,0.24405064777263333,0.2914683339197668,0.23099948914192245
53,0.2178361214691622,0.11867401472975966,0.22517711020059714,0.25776525448939713,0.21731923369207037
54,0.22299637243891107,0.118224406358678,0.2303950258769696,0.27078995427604213,0.20938307755483243
55,0.2536539339792972,0.13498035434010344,0.2593216056594552,0.2972005021000819,0.2255884676076383
56,0.24239285572427904,0.1237895420510943,0.2421059507916212,0.290719229636428,0.21550661621894046
57,0.22747883403888147,0.11946258073036403,0.22718195484493747,0.2737210926663406,0.2133308950340765
58,0.20185843654451674,0.10583951105302289,0.2058221074008986,0.24278329633268722,0.1962706533663565
59,0.23305238291296004,0.12611181860431264,0.2431952933579941,0.28024117713643926,0.21699574806794603
60,0.2154583346127601,0.11745285179109156,0.2278762319125696,0.25847602607893133,0.20921522464386944
61,0.24289063353926205,0.1268692108242608,0.24242987346319117,0.29474487399597077,0.2328826360564985
62,0.24055819065229836,0.1256168653143526,0.23903657616360358,0.28824546048437166,0.22638175906384603
63,0.2304698104697119,0.12344078428396608,0.23222386653779717,0.2746702909962606,0.23063830776735292
64,0.22367793513775275,0.11983976286822193,0.22742810441510625,0.2617094339317385,0.22179475380580893
65,0.24765345925410995,0.1309712759508169,0.2517580620092942,0.29461161492508803,0.22476884010130077
66,0.22304541220275792,0.11636563102890873,0.2278121039641815,0.2723340802694771,0.20277427202084053
67,0.22822238542221113,0.1255863132060621,0.23641410067109772,0.2772860756329148,0.22968354049194328
68,0.24618389043269137,0.13054583480626017,0.2446676507552347,0.28900708792884916,0.22248513554521412
69,0.2539106296038474,0.13720727209136463,0.2630270710413229,0.30576607030774355,0.22222576236243896
70,0.22395540286507587,0.12091451831526659,0.2314709471053158,0.2690082087880162,0.21964071085331557
71,0.24075486305906854,0.12589665151098436,0.2378932253485329,0.28714938303037807,0.22538141549189925
72,0.21783062616732798,0.11305998918063205,0.21861579632696007,0.2542580141680917,0.2073363743895999
73,0.25889608494932453,0.13576185062617666,0.25567830691459476,0.30414735587735925,0.23318066776805235
74,0.26518724511401676,0.13589202182239632,0.2634078751439378,0.3123506781825092,0.22456422065708906
75,0.21706070777497571,0.11000055595033055,0.21379104741035945,0.2586508249907223,0.20815216302677925
76,0.2074068525447681,0.10600010106533274,0.1994351024311302,0.24063248851146887,0.20152894685352857
77,0.2407633796416588,0.12576089055433937,0.24056998635830562,0.29026384055469573,0.21356435099222953
78,0.2669960561976515,0.13826413142375052,0.2708000715560519,0.32398606041684563,0.230566825454779
79,0.2241374082608251,0.12130705745846201,0.23519367671178695,0.2845382401021996,0.2142346738512448
80,0.20496488438204108,0.10650688470486264,0.20703270234078505,0.24875158790019655,0.19837225842728917
81,0.21066703092024217,0.11471092360985019,0.22214580218090596,0.25569001193938595,0.21407177826558693
82,0.24172922088945975,0.12856916515537273,0.23903828166848842,0.2782413813567782,0.2370622942787421
83,0.22011555566041105,0.11838992774029067,0.22498167936504815,0.2668134402117367,0.21801995548642691
84,0.22596856764730536,0.12027487487730963,0.23439791140332217,0.2742130817660816,0.21654063896349834
85,0.25421950400567594,0.13471527993776153,0.2647898334284404,0.29997981993756695,0.21211048217432532
86,0.23730583703716482,0.12320472241108191,0.24235386945236825,0.28538838022667123,0.2186450651663778
87,0.21674235086100155,0.11604460267659729,0.22824480876180095,0.2666669951796104,0.20379445730908713
