majoritarian_moving_phantoms,r1_quadratic,r2_mean,r3_median,Project
57.00000007361174,58.55310107338316,57.0,56.81063122923588,Project 1
56.000000072320304,58.032521897486696,56.0,55.81395348837209,Project 2
66.99999989281098,62.802541819539094,65.66666666666667,66.77740863787375,Project 3
53.000000068446,56.98159177430168,54.0,52.82392026578073,Project 4
66.99999989281098,63.63024343528941,67.33333333333333,67.77408637873755,Project 5
