round,majoritarian_moving_phantoms_gini_index,r1_quadratic_gini_index,r2_mean_gini_index,r3_median_gini_index,r4_capped_median_gini_index
1,0.728502291891815,0.4206667014296485,0.7101331739700542,0.7423924591571732,0.7076632746438631
2,0.728502291891815,0.4206667014296485,0.7101331739700542,0.7423924591571732,0.7076632746438631
3,0.728502291891815,0.4206667014296485,0.7101331739700542,0.7423924591571732,0.7076632746438631
4,0.728502291891815,0.4206667014296485,0.7101331739700542,0.7423924591571732,0.7076632746438631
5,0.728502291891815,0.4206667014296485,0.7101331739700542,0.7423924591571732,0.7076632746438631
6,0.728502291891815,0.4206667014296485,0.7101331739700542,0.7423924591571732,0.7076632746438631
7,0.728502291891815,0.4206667014296485,0.7101331739700542,0.7423924591571732,0.7076632746438631
8,0.728502291891815,0.4206667014296485,0.7101331739700542,0.7423924591571732,0.7076632746438631
9,0.728502291891815,0.4206667014296485,0.7101331739700542,0.7423924591571732,0.7076632746438631
10,0.728502291891815,0.4206667014296485,0.7101331739700542,0.7423924591571732,0.7076632746438631
11,0.728502291891815,0.4206667014296485,0.7101331739700542,0.7423924591571732,0.7076632746438631
12,0.728502291891815,0.4206667014296485,0.7101331739700542,0.7423924591571732,0.7076632746438631
13,0.728502291891815,0.4206667014296485,0.7101331739700542,0.7423924591571732,0.7076632746438631
14,0.728502291891815,0.4206667014296485,0.7101331739700542,0.7423924591571732,0.7076632746438631
15,0.728502291891815,0.4206667014296485,0.7101331739700542,0.7423924591571732,0.7076632746438631
16,0.728502291891815,0.4206667014296485,0.7101331739700542,0.7423924591571732,0.7076632746438631
17,0.728502291891815,0.4206667014296485,0.7101331739700542,0.7423924591571732,0.7076632746438631
18,0.728502291891815,0.4206667014296485,0.7101331739700542,0.7423924591571732,0.7076632746438631
19,0.728502291891815,0.4206667014296485,0.7101331739700542,0.7423924591571732,0.7076632746438631
20,0.728502291891815,0.4206667014296485,0.7101331739700542,0.7423924591571732,0.7076632746438631
21,0.728502291891815,0.4206667014296485,0.7101331739700542,0.7423924591571732,0.7076632746438631
22,0.728502291891815,0.4206667014296485,0.7101331739700542,0.7423924591571732,0.7076632746438631
23,0.728502291891815,0.4206667014296485,0.7101331739700542,0.7423924591571732,0.7076632746438631
24,0.728502291891815,0.4206667014296485,0.7101331739700542,0.7423924591571732,0.7076632746438631
25,0.728502291891815,0.4206667014296485,0.7101331739700542,0.7423924591571732,0.7076632746438631
26,0.728502291891815,0.4206667014296485,0.7101331739700542,0.7423924591571732,0.7076632746438631
27,0.728502291891815,0.4206667014296485,0.7101331739700542,0.7423924591571732,0.7076632746438631
28,0.728502291891815,0.4206667014296485,0.7101331739700542,0.7423924591571732,0.7076632746438631
29,0.728502291891815,0.4206667014296485,0.7101331739700542,0.7423924591571732,0.7076632746438631
30,0.728502291891815,0.4206667014296485,0.7101331739700542,0.7423924591571732,0.7076632746438631
31,0.728502291891815,0.4206667014296485,0.7101331739700542,0.7423924591571732,0.7076632746438631
32,0.728502291891815,0.4206667014296485,0.7101331739700542,0.7423924591571732,0.7076632746438631
