normalized_median_distances,r1_quadratic_distances,r2_mean_distances,r3_median_distances,r4_capped_median_distances,changed_vote_l1_distances,round
1254.5153737052105,5993.821202714869,21966.50094049451,1254.5153737052105,1254.5153737052105,1120793.0,1
831.809678503515,6001.0403527878025,22025.748774682634,831.8096785043654,831.809678503515,1125373.0,2
2100.7325687305674,5634.428307261813,20198.02504814115,2100.7325687305674,2100.7325687305674,1034969.0,3
2282.951863604055,6235.180119504706,23766.397390501224,2282.951863604055,2282.951863604055,1214997.0,4
2169.3619017051406,7768.575837646669,32017.239789573952,2169.36190170432,2169.3619017051406,1638305.0,5
1650.2181574712895,7435.010441476543,29173.600786681345,1650.2181574712895,1650.2181574712895,1490288.0,6
814.3680761510159,7010.275530745363,30826.064178864784,814.3680761510159,814.3680761510159,1577810.0,7
3073.8864109521273,6984.037213459715,26480.159106793988,3073.8864109521273,3073.8864109521273,1350698.0,8
3647.0080163447574,7026.411769455464,25955.494580300125,3647.0080163447574,3647.0080163447574,1325456.0,9
1586.626005520202,6111.796667591832,23089.00107263302,1586.626005521056,1586.626005520202,1181343.0,10
1523.238999866935,5670.693052428402,20031.27668054898,1523.238999866935,1523.238999866935,1018473.0,11
1436.3681405694642,7403.956501178003,30269.41490574239,1436.3681405694642,1436.3681405694642,1552343.0,12
1682.1920402901414,5094.01337178032,17552.718480653726,1682.1920402901414,1682.1920402901414,896380.0,13
1424.7983784454636,6455.960890361046,23779.744258682553,1424.7983784436638,1424.7983784454636,1212941.0,14
2922.415015484198,6067.604371718353,22429.750042462336,2922.415015483287,2922.415015484198,1147762.0,15
3250.628120712664,6195.671034404826,23056.852459797,3250.628120712664,3250.628120712664,1178130.0,16
3363.253902690668,5686.445652747396,20560.7505910569,3363.253902690668,3363.253902690668,1051559.0,17
1782.437056943404,7440.682385212771,29904.554197397076,1782.437056943404,1782.437056943404,1525937.0,18
1984.885914890402,4488.404012174427,14640.354657262942,1984.8859148886513,1984.885914890402,748079.0,19
