normalized_median_distances,r1_quadratic_distances,r2_mean_distances,r3_median_distances,r4_capped_median_distances,changed_vote_l1_distances,round
165537.88542442222,33552.24939833721,50187.40730625315,165537.8854244237,0.0,1207964.0,86
217838.9998602075,31708.660349552752,48165.09434111678,217838.9998602083,0.0,1496301.0,87
332083.22670214216,76504.98573170754,82873.62320243311,332083.226702143,0.0,1104955.0,88
296986.5374123339,61669.067275962385,80542.61989430158,296986.5374123347,0.0,1511492.0,89
178928.51803800394,37187.00637426664,55962.709682646266,178928.51803800446,0.0,1344073.0,90
97000.76548953349,33932.22311574826,50624.24362015934,97000.76548953445,0.0,689841.0,91
168658.8879428714,49035.89661029319,92200.86195298925,168658.88794287242,0.0,1201096.0,92
358336.61757717317,65697.67069335614,73341.747526335,358336.6175771736,0.0,1452590.0,93
259116.96022786634,44452.244367279054,48918.867427702586,259116.9602278677,0.0,1026100.0,94
255000.25879428236,59846.813339978515,84834.0488275867,255000.25879428379,0.0,1030501.9999999999,95
81631.94694544416,30699.671250375744,65624.85937318177,81631.94694544608,0.0,1185563.0,96
224522.55397307037,62400.85372246982,92776.18972701591,224522.55397307195,0.0,1120443.0,97
14113.601277317444,19917.966153150133,44152.57266417035,14113.601277318929,0.0,893151.0,98
38759.28049882795,35739.01403162512,67870.34569243266,38759.28049882999,0.0,895493.0,99
151398.44229586015,39008.170983552234,53439.44253242761,151398.4422958606,0.0,972169.0,100
