normalized_median_distances,r1_quadratic_distances,r2_mean_distances,r3_median_distances,r4_capped_median_distances,changed_vote_l1_distances,round
51472.18416130413,25162.359393319333,53057.68078712173,51472.184161305806,51472.18416130413,1245702.0,34
23275.73374266676,23011.550908221994,46335.87092711364,23275.73374266772,23275.73374266676,1085253.0,35
15469.58567496224,23647.895107075863,57792.44323306532,15469.585674963331,15469.58567496224,1393500.0,36
36276.688729312395,27176.745759352547,62004.37186149979,36276.68872931235,36276.688729312395,1462829.0,37
36862.248364898966,26590.37822921695,59568.8330564297,36862.24836489973,36862.248364898966,1373075.0,38
33662.427489747366,29584.517579777646,66359.78623124174,33662.42748974911,33662.427489747366,1531887.0,39
9970.547656121089,22160.959590004655,52296.414864757564,9970.54765612202,9970.547656121089,1263225.0,40
21246.172691903812,19188.313807406157,46479.78746304291,21246.172691904816,21246.172691903812,1140500.0,41
36030.717564708284,17755.23260280193,36617.88185227029,36030.7175647099,36030.717564708284,862410.0,42
32112.176521884707,27674.633643704277,62014.57427856973,32112.176521886955,32112.176521884707,1471564.0,43
30916.622690603414,22809.997295334062,50596.299645928295,30916.622690605793,30916.622690603414,1208558.0,44
34487.45685975685,29413.71588401575,65409.335121502,34487.45685975842,34487.45685975685,1541639.0,45
70628.54511999397,25820.855256264695,48699.81174910884,70628.54511999416,70628.54511999397,1122987.0,46
22753.120113511024,28862.0551128643,66354.1762984856,22753.12011351274,22753.120113511024,1548212.0,47
28063.30374331631,17533.312568599125,34506.725672225926,28063.303743317258,28063.30374331631,811535.0,48
29506.25327317311,18167.511368296648,42155.92154480928,29506.253273174683,29506.25327317311,1007850.0,49
39541.26018563365,20409.19702695668,42641.47584280746,39541.26018563447,39541.26018563365,980467.0,50
30110.38204732124,26361.252369934868,63616.99702202806,30110.38204732196,30110.38204732124,1497169.0,51
32855.69566434381,19040.606110293418,40957.65606195758,32855.69566434544,32855.69566434381,966032.0,52
21513.49666112694,22532.744149658145,52786.737434991635,21513.496661127792,21513.49666112694,1281176.0,53
27779.816674869813,28394.95079778503,64666.939672254586,27779.816674870737,27779.816674869813,1571664.0,54
30067.513786219628,29067.6266723719,64165.74719712799,30067.513786220457,30067.513786219628,1563303.0,55
14599.14758482275,29577.14588512265,67272.74505441068,14599.14758482291,14599.14758482275,1577753.0,56
16256.496955420844,18554.064033100192,39562.923401287386,16256.49695542176,16256.496955420844,941929.0,57
17064.202221524647,20007.507518454047,42184.08882608123,17064.202221525607,17064.202221524647,986474.0,58
62592.807246706056,26760.916353539214,60842.035858471274,62592.8072467068,62592.807246706056,1487308.0,59
32989.64426879819,23581.513466026925,54565.738054416914,32989.644268799144,32989.64426879819,1311879.0,60
63528.46784858889,34361.53236207107,70029.84360703011,63528.46784858817,63528.46784858889,1624043.0,61
40041.84365735659,18906.482275166796,44198.17378008783,40041.84365735884,40041.84365735659,1099855.0,62
49488.39823680915,26409.733317338032,55454.25272479994,49488.39823680999,49488.39823680915,1315612.0,63
33201.110780688105,24008.363693754087,47819.16652033247,33201.11078068823,33201.110780688105,1097879.0,64
37154.76385499551,29544.539242104904,63799.16001656525,37154.76385499551,37154.76385499551,1533950.0,65
16678.919218357485,17207.082601829796,43209.43031091114,16678.919218357638,16678.919218357485,1044871.0,66
51028.91386670687,18144.150754291884,43381.7188723424,51028.91386670896,51028.91386670687,1087503.0,67
34692.29383440255,25159.183806188783,50330.12047048414,34692.29383440329,34692.29383440255,1199827.0,68
43091.969488495204,25465.60656529422,58372.35891242939,43091.96948849572,43091.969488495204,1401794.0,69
51400.303942092505,21795.106514318453,48673.114915492115,51400.30394209396,51400.303942092505,1158756.0,70
31278.733467567567,25774.293824490553,57143.15148509235,31278.733467569138,31278.733467567567,1355685.0,71
34295.68917734444,26114.5011630589,56035.518534201394,34295.689177345506,34295.68917734444,1300117.0,72
26989.58406796283,21107.43104665639,46483.19816294646,26989.584067964563,26989.58406796283,1104842.0,73
27716.259923222147,21976.817442975924,53621.107839922865,27716.259923223777,27716.259923222147,1319861.0,74
38298.13435061671,27012.836435662408,50211.56827843062,38298.13435061673,38298.13435061671,1130067.0,75
19301.441494887287,26954.584951661862,61031.695240542525,19301.441494889725,19301.441494887287,1443968.0,76
66900.2771277879,31632.19735971396,64250.486834255054,66900.27712779088,66900.2771277879,1504359.0,77
33677.155446573684,22950.416689129954,50962.77503461636,33677.15544657454,33677.155446573684,1229676.0,78
25861.045841962376,27294.01841522906,58632.37492063914,25861.045841963307,25861.045841962376,1379824.0,79
29086.51073335103,24131.231272996112,55182.98879719656,29086.51073335282,29086.51073335103,1303382.0,80
30742.142110147273,23636.732502778686,50095.49700562287,30742.142110148052,30742.142110147273,1173923.0,81
50855.647527351015,19272.483217579676,36905.47454662737,50855.647527353336,50855.647527351015,887461.0,82
42246.23934400291,23908.937972700427,47392.512479732235,42246.23934400383,42246.23934400291,1127601.0,83
72119.75519304557,24084.848072654742,58273.397673106454,72119.75519304644,72119.75519304557,1424632.0,84
38635.26779082282,23789.882977281144,53874.3248654634,38635.267790822734,38635.26779082282,1301547.0,85
25394.349686129404,27117.245851032596,62128.78059861867,25394.349686131063,25394.349686129404,1496503.0,86
43259.60480611398,22323.914383889263,47490.58235021617,43259.604806115094,43259.60480611398,1097820.0,87
38053.72729751964,25049.550924237774,57826.85588479565,38053.72729752038,38053.72729751964,1351524.0,88
52074.36871470052,29246.638981802505,63298.79237679433,52074.368714700635,52074.36871470052,1520774.0,89
37207.43612476112,21227.747539185933,49161.43957101304,37207.43612476202,37207.43612476112,1197351.0,90
45751.137552782326,21771.54865539109,43897.79702180004,45751.137552783184,45751.137552782326,1034967.0,91
30472.081397930953,23686.59606461518,44896.81639346889,30472.081397931644,30472.081397930953,1063678.0,92
34618.43384233747,25364.59034666291,57543.55798684158,34618.43384233816,34618.43384233747,1429163.0,93
33891.2102592116,22955.178698704185,51346.03228373737,33891.21025921379,33891.2102592116,1250802.0,94
28595.387604847325,26712.018682688853,56219.56678965748,28595.387604848955,28595.387604847325,1308941.0,95
11097.394098335826,16615.811538469352,38970.385432319286,11097.394098339413,11097.394098335826,929034.0,96
34937.50344631191,24691.28020638229,51214.698551165755,34937.50344631274,34937.50344631191,1211963.0,97
46060.6368338835,32778.56578925015,71323.10450938303,46060.63683388519,46060.6368338835,1668566.0,98
49104.120126401,24377.030284553664,55083.98267345407,49104.12012640263,49104.120126401,1340764.0,99
22370.27992621182,24295.783483049338,57977.806755880054,22370.279926212665,22370.27992621182,1425065.0,100
