normalized_median_distances,r1_quadratic_distances,r2_mean_distances,r3_median_distances,r4_capped_median_distances,changed_vote_l1_distances,round
43643.33558035696,24524.52008754146,56146.307760710246,43643.335580358646,43643.33558035696,1316104.0,1
34399.69229084126,18892.778939959913,41942.395905936675,34399.69229084333,34399.69229084126,1006367.0,2
41225.516360657,35755.77779226852,73895.58894387614,41225.51636065792,41225.516360657,1698254.0,3
12219.119593513118,23222.00566505188,54398.244396138834,12219.119593514777,12219.119593513118,1316038.0,4
30834.941843042892,25025.075944264157,53185.61208312464,30834.94184304391,30834.941843042892,1208658.0,5
19699.25276781537,22910.440523469748,54779.39146800409,19699.252767817838,19699.25276781537,1332716.0,6
32047.30906265635,21693.281403031608,46782.727430141334,32047.309062656335,32047.30906265635,1170356.0,7
53616.337564182875,25656.009259608938,60653.189827469345,53616.33756418436,53616.337564182875,1497819.0,8
23725.62182708225,22555.31116783239,47914.35279610982,23725.62182708481,23725.62182708225,1131723.0,9
50230.5125524151,34445.30747270043,72284.51632902761,50230.512552415894,50230.5125524151,1653323.0,10
46749.336345296535,22753.55207762592,46562.77288265712,46749.336345298194,46749.336345296535,1083672.0,11
27120.808928649494,21666.87664851769,49325.797588764726,27120.808928651328,27120.808928649494,1127469.0,12
43811.24167746401,31030.514658769593,65124.83063475598,43811.241677465565,43811.24167746401,1560886.0,13
47805.93610355536,27555.8765545567,63354.52259676174,47805.936103556945,47805.93610355536,1513608.0,14
50923.02678643084,20950.565539294214,41265.14196882211,50923.026786433344,50923.02678643084,974337.0,15
55288.52718451363,25526.11703802389,57950.032915501244,55288.527184515144,55288.52718451363,1420986.0,16
11943.343994445953,22633.567506057385,50594.37625692887,11943.343994448558,11943.343994445953,1206411.0,17
26476.740390729756,26076.631157617434,58130.05698516987,26476.74039073054,26476.740390729756,1355748.0,18
39248.87744974967,30090.424783435068,62076.00146188819,39248.87744975136,39248.87744974967,1433458.0,19
14090.671393166936,18685.33853810573,41188.81303331593,14090.67139316877,14090.671393166936,975304.0,20
29302.70814343048,21016.29018113474,48533.03576739815,29302.708143431242,29302.70814343048,1183315.0,21
42751.24968051508,18916.331555488956,43395.619217868836,42751.24968051525,42751.24968051508,1037631.0,22
35701.11006423977,24021.945644634106,53064.748391753266,35701.11006424142,35701.11006423977,1252762.0,23
44497.07120028109,22626.04114050817,55055.95758093907,44497.0712002819,44497.07120028109,1399951.0,24
40392.17273816375,30483.215494968506,62731.225217490275,40392.172738163856,40392.17273816375,1438161.0,25
63184.27474797198,26045.948662068695,55121.70773936678,63184.274747973475,63184.27474797198,1317171.0,26
34083.75779958105,28291.658962029367,54163.94068532415,34083.75779958198,34083.75779958105,1245805.0,27
44918.417193965484,27391.611036664573,59347.97951501973,44918.417193967,44918.417193965484,1439568.0,28
7729.593542875475,23773.30586841314,50146.40183236461,7729.593542877221,7729.593542875475,1180622.0,29
47712.14266133323,30864.126916436362,69551.72926676572,47712.142661335594,47712.14266133323,1662667.0,30
23524.355323697462,29753.1752283463,70349.54419793712,23524.355323699267,23524.355323697462,1677905.0,31
18271.160554973772,13991.225420499497,31286.813584366966,18271.16055497607,18271.160554973772,753353.0,32
29258.757008576198,20124.16148449581,42527.93762325587,29258.757008577915,29258.757008576198,989343.0,33
