normalized_median,r1_quadratic,r2_mean,r3_median,r4_capped_median,Project
98199.2680414009,76575.51608001138,86995.77068339304,98133.43480456596,110433.89630265505,Project 1
1464.193986451819,15287.859752890607,5004.481465633623,1463.2123841302853,1646.6176387243522,Project 2
7987.167265547827,28331.620290345163,17872.006985079344,7981.812632211748,8982.286926859728,Project 3
244959.28097776647,124126.84336406269,227308.56499816058,244795.05915940503,275478.71153649065,Project 4
0.170075690989362,1499.0697148452698,138.59597653777638,0.20642155588727634,0.0,Project 5
0.9046787601039661,3618.417190211446,816.6583867945791,1.0460999667577173,0.0,Project 6
13087.524749970838,28123.990064820708,13048.91578929812,13097.105253649179,14718.096987111643,Project 7
2270.879972468669,13330.76143608532,3268.8005205555824,2269.3575641856646,2553.8084794038514,Project 8
31922.10699352067,43674.53933789586,29686.732592966968,31900.706267508245,35899.2762756486,Project 9
18905.7504887642,35507.06499095222,18897.917034235652,18893.075987474185,21261.214371983122,Project 10
29809.307011209945,43020.63050787943,29295.23797974575,29789.322715934686,33523.242942524535,Project 11
939.0589120558357,12108.88734493822,3252.5879178446517,938.4293626814631,1056.0560845762777,Project 12
4315.9540069744635,16818.695621517596,4558.432344545406,4313.060571738369,4853.677901675397,Project 13
154227.93215793098,104436.15624965256,200654.79413041056,157414.65079767175,173443.1611009684,Project 14
51942.19814605996,58380.80396729534,51355.52319608793,51907.37585969797,58413.666804273635,Project 15
143969.36020116424,102459.70283984316,162313.31325147164,143872.84248594972,161906.47560134457,Project 16
22463.495471277438,38683.81566220291,23345.80945584325,22448.435841536844,25262.21813002044,Project 17
77.23409503886366,4681.043677031833,774.1753754446374,88.44506878271845,0.0,Project 18
1036.2252328879472,11938.412766462,3227.739858157342,1035.5305427692565,1165.3283389719006,Project 19
4023.7434882112784,14990.021796279663,4104.220902816483,4021.045952238702,4525.060929560761,Project 20
320.8417330662054,7726.924913952554,1437.5747600956454,320.626639306132,0.0,Project 21
1620.6838301940168,13481.086206055481,3694.7684533463275,1619.597316368041,1822.60452254673,Project 22
5698.530175551028,20271.1912714137,7265.558685573052,5694.709854950473,6408.508974008186,Project 23
25685.06533716288,41665.12560787193,26975.44460630605,25667.845952302003,28885.16277713286,Project 24
27197.859877877177,42070.19893872437,26977.13626879752,27179.62630866169,30586.436103997486,Project 25
13914.85015389467,30990.675289278934,16008.198265388814,13905.52157493502,15648.498706877592,Project 26
9468.034165511399,25015.426147304577,11084.672356852538,9461.68675225658,10647.654754241737,Project 27
34888.554080472684,46933.20422890264,33378.508963760556,34865.16463481369,39235.31244497787,Project 28
644.2345258054846,10232.982320174478,2216.0001864709675,643.8026280433068,0.0,Project 29
2226.501496602294,12493.4889998688,2782.7036498282496,2225.0088398517637,2503.900897609749,Project 30
843.0359033823602,10267.360885847549,2191.756901039659,842.4707282706239,948.0695873852313,Project 31
40429.45013367555,52095.598823134125,42387.83765673179,40402.34604605003,45466.54769110227,Project 32
89.43889692937536,5812.275252008439,970.181576850752,89.37893668525905,0.0,Project 33
178.8120975563126,6262.971639427285,963.0084393799797,178.69222111118057,0.0,Project 34
1349.1562556064155,13393.46004982754,3783.4543021188124,1348.251775103921,1517.2473787167319,Project 35
549.4360089001217,10524.277823281514,2544.657978999646,549.0676644957183,0.0,Project 36
49671.15877784122,55647.498172702595,48511.961379101434,49637.85900662186,55859.67907003331,Project 37
2426.016167055319,13852.852661426985,3369.2050618115295,2424.389754760435,2728.273063178015,Project 38
163.6458280317153,6621.636545449924,1200.1086556043354,163.59775797014765,0.0,Project 39
21419.158183710348,37334.56823141635,20915.237255706976,21404.798682446868,24087.7670570088,Project 40
4949.257390179701,18179.04699891764,5365.266361569167,4945.939385469246,5565.884433800685,Project 41
2414.8714998413147,13641.213898527358,3265.907049815967,2413.2525589821234,2715.739883980386,Project 42
98526.35820600222,77320.03637305493,89806.6903866921,98460.30568643025,110801.73856909611,Project 43
19356.528790147662,33597.0683709204,17792.466958923826,19343.552085029994,21768.155056810632,Project 44
22000.045163397852,37812.94380201569,24795.631376714555,21985.29623285582,24741.026635800437,Project 45
594.3559368791329,10319.935188974292,2356.9889719871185,593.9574779502913,0.0,Project 46
17397.463495583852,33299.19616595145,19213.09409951869,17385.800156768037,19565.010187148488,Project 47
5808.356245037379,18986.544229778327,6538.656865814245,5805.4288930638295,6532.018252752204,Project 48
3152.08319030712,15945.421191664123,4398.796533346331,3149.970019370822,3544.8006397457125,Project 49
28151.110590675486,41858.175948809636,26525.61769293903,28132.237957837722,31658.45214309075,Project 50
43847.5092657201,53400.91535529696,43061.26210169094,43818.11369567478,49310.462164939396,Project 51
10254.383416406501,26929.58690970694,12876.433194536548,10247.508831030125,11531.975109811077,Project 52
3734.800148192189,15449.701792099715,4830.025446787274,3732.2963211516108,4200.118193372972,Project 53
2916.8533111354013,16535.25279073088,5222.675699355019,2914.897839382152,3280.263514348978,Project 54
1120.2185168870033,11680.008928662166,3042.338316104983,1147.0454601234987,1259.786330363044,Project 55
35088.84531373795,47463.38398871879,33700.28813535966,35065.32159192335,39460.5579251725,Project 56
813.7898478343444,9238.148039146721,1785.2912077734077,813.2442794115356,915.1797712993356,Project 57
4355.6384644373165,15965.182983751853,4528.912768818607,4352.718424560078,4898.306638199504,Project 58
12982.750653440693,28613.31017452478,12607.241316580417,12974.046958234163,14600.269105680425,Project 59
2052.169807570809,13397.379242592773,3814.319638409405,2117.575258610658,2307.849256362759,Project 60
266.0757006942159,8725.81370368896,2166.7310992378975,277.90653136427346,0.0,Project 61
