normalized_median_distances,r1_quadratic_distances,r2_mean_distances,r3_median_distances,r4_capped_median_distances,changed_vote_l1_distances,round
2637.412994559879,10308.219000239675,17909.468140433295,2847.398409140964,2775.060121307954,999935.0,50
1813.6471315899714,14024.807271932972,24659.00417179868,1928.8618689531654,1871.8653146586807,1383580.0,51
460.66117155518987,14206.457901263646,30054.27402700001,460.35320217106016,486.0453095483306,1649785.0,52
989.2821848526173,8812.020734692462,18802.23994265881,988.623686179948,1042.9002659632808,1062757.0,53
5865.374732586681,10905.227259974792,19810.31044960169,5861.516038147415,6169.205564427915,1104133.0,54
851.3698841192349,10053.222662502318,18245.03835642472,877.399495537051,898.193389911316,1056702.0,55
4422.535725294441,12576.581254587009,23637.18279822668,4369.607072939991,4632.84805216825,1335836.0,56
2647.710648137384,12007.688571207853,24341.061920403503,2594.5195248441414,4367.604716625066,1363924.0,57
2037.4023880716138,14695.844088798429,31499.90230304625,2074.8374249456688,2142.577344902654,1749881.0,58
1096.7515758593927,13187.895119068973,25744.85573266845,1096.034397860506,1109.892251736816,1417799.0,59
2389.9295258141988,13101.560296314765,26824.225087176637,2388.726514206386,2514.9208627962953,1495391.0,60
122.94054487895191,13142.495142102427,24171.390029090093,123.25088594572443,129.0786036808986,1323239.0,61
121.93811060240728,10836.649429591549,24735.95975856174,121.8567482841556,128.60783002698656,1424120.0,62
16975.811461064528,10733.215462050124,20377.859714887734,16964.91799983428,17770.404007050183,1165896.0,63
2486.481910497414,13780.740165917487,29225.075931735733,2484.823712654015,2622.237375066895,1628066.0,64
595.8939962121526,11048.077857033739,19554.784170991392,595.4994972297033,627.5189300532381,1078163.0,65
3209.61588707517,13994.370488401411,31249.915335409667,3207.4986380347123,3377.619606581834,1764723.0,66
2259.688395328227,13462.991706009743,24491.138819502783,2258.1806626703956,2294.746645812709,1374246.0,67
2596.885180681193,11108.009959774994,18184.484248643705,2595.1655402607203,2583.796040890301,1022202.0,68
1871.3857754013559,11617.067466197146,24165.566899076042,1870.1430221001683,1908.2322767045748,1350120.0,69
6664.148452923635,14108.443541072287,27332.122195736963,6772.877303692607,7000.4550351707,1528500.0,70
3013.9766089854766,13835.010863441155,22093.22095296072,3130.402692078876,3174.8035448408737,1205662.0,71
9374.259820554596,12420.790115777443,22279.84443351197,9608.763584406728,9758.290589291431,1293005.0,72
0.0,9691.707660573982,17944.03837896582,0.0,0.0,1008498.0,73
4403.868894064744,12935.408511495698,20850.711788447647,4400.971784269841,4546.243111539895,1149371.0,74
2870.539407260143,9035.560495299333,14861.63413096304,2986.8022746128186,3016.3275608125855,832979.0,75
687.3148859430933,9540.952624429001,23072.831016021086,686.8578976106564,724.4060339582301,1296282.0,76
1131.6117506555538,10204.91343896912,17929.479274324945,1130.8553484694237,1193.9330242819392,988904.0,77
2903.5009446616164,14808.938978620992,24239.152040873385,2315.330510126387,3059.461861873142,1324556.0,78
859.7674196989786,12833.604357960752,26717.217686329284,859.1993608218467,905.044075627772,1490489.0,79
2091.3610635747364,11265.433648733626,21873.32190513092,2089.9750500115815,2202.8277520727856,1237500.0,80
1425.9399164405627,11724.009869646226,19488.319822279496,1543.8419132526108,1503.968092801802,1077390.0,81
2390.5148764876167,11623.182478980687,22194.708754724285,2388.9368566949306,2515.976724288319,1232522.0,82
1390.955635811478,11270.84094330059,21487.155983607576,1510.138823196825,1386.2638777258044,1202951.0,83
2026.1234326334875,13002.945751516172,25252.81281606123,2022.5207290291091,2130.5992787359774,1425819.0,84
12246.7008672071,9221.07356501236,19840.430534581687,12356.142055904533,12844.734422251404,1127390.0,85
3363.4260715781,12287.645964481237,21151.711148831255,3361.5743098217736,3541.812341547151,1166125.0,86
497.5803377948438,13259.477870195937,25815.187780638575,497.2479452593292,524.9181455754409,1411994.0,87
3903.9486882045035,11425.582686957207,23551.231019152394,3901.474678500458,4076.6859852652583,1362021.0,88
6120.818671514637,12987.943359206825,22426.106771044324,6142.840971585044,6431.534548994932,1241993.0,89
1012.7673853592066,12655.75668963364,27286.73450968227,948.5645359838581,1068.9288469734283,1555758.0,90
2859.293735298443,13926.991823445322,26300.168156506228,2948.206714770702,2979.293931974017,1460188.0,91
3277.947143758518,12596.773910805663,22283.10260459824,3273.533631715072,3446.540351155208,1235629.0,92
3841.6277849833264,10772.967408968627,20586.81098952089,3832.0410661136502,4032.558408360801,1146859.0,93
1663.7608565367816,7796.917291365862,17494.17784853531,1662.6682559496796,1749.301496038735,1052198.0,94
10579.2818215656,10507.20186017438,21067.143080477792,9910.001738244511,11027.927470534052,1226781.0,95
9049.846637471033,8632.238538031861,20352.59551246626,9043.939254473367,9504.320558959795,1194234.0,96
2068.6244608867933,15698.332426425837,30299.99750020621,2609.0990624524466,2170.5185103144813,1663893.0,97
1832.3572395605192,10102.329683587835,21712.72634628941,1831.1321642228,1764.5619668939787,1245194.0,98
1647.7253460048996,8452.813222995956,19544.13271451454,1646.645347539819,1731.794425641784,1233000.0,99
10540.536069810998,13764.195871762,26695.20284411841,10523.721089718234,11058.477188195406,1504595.0,100
