normalized_median_distances,r1_quadratic_distances,r2_mean_distances,r3_median_distances,r4_capped_median_distances,changed_vote_l1_distances,round
0.0,11821.799463760848,23188.817107603492,0.0,0.0,1275343.0,1
2600.666994743231,9800.579321054647,18895.277213629903,2712.553383358104,2627.469349416963,1233866.0,2
4558.079848554615,12506.00080493054,21987.50429247938,4464.120584719613,4679.562772358562,1210921.0,3
993.9991062908307,11417.868385280544,20380.0581431482,993.3389602575435,1047.4067509637214,1116312.0,4
1781.6967605600553,12441.719279307592,26442.27449142278,1729.0595873634215,1876.8782375087449,1481581.0,5
6915.890888056578,12181.48009206993,24276.633986224737,6213.396204678235,7272.841166974989,1367172.0,6
3870.4005413154555,12975.6357817616,22100.39399891834,3844.1016674634584,4071.028282033504,1216523.0,7
6851.531267154514,11939.827803014256,21000.294244860175,6799.506061332155,7168.704561524331,1185081.0,8
1103.4663923182695,12743.595217552818,25103.433600757133,1010.637291520596,1021.7708263256648,1396801.0,9
2909.2185659420484,9565.496356823423,18127.06261716674,2907.2916646868966,3063.933684930515,1156631.0,10
1025.6958751870425,13431.136492839654,24755.371765192802,1025.0157075769682,1080.4852888445193,1558104.0,11
3145.925299933031,13063.125299442185,23583.28997625116,3650.28323937176,3314.4960489535556,1335000.0,12
3403.0158669271414,13895.63252190017,32003.865631665118,3400.798842831303,3572.4632125879125,1799775.0,13
4297.19946668118,14597.413343638773,26030.699981772195,4201.896274956122,4519.949660868649,1434479.0,14
9172.091453209203,11498.807192928187,22968.009455479492,9099.669894678473,9558.343795916982,1330572.0,15
2761.271018353526,12431.881083160355,21831.98489856247,2069.238721365724,2870.2966322204297,1203806.0,16
1309.8619518886337,11837.09168913979,25482.16646996785,1308.9873536692396,1381.7039329194674,1432112.0,17
2698.512332225947,13987.076970481576,27490.79254222025,2640.4313558105687,2841.1946624455086,1538054.0,18
3114.154356775425,11495.460192436236,22988.43687894271,3107.651463060282,3260.501482978885,1302783.0,19
4881.422342002416,11781.144607574004,24077.5937971601,4873.9983493635955,5054.668772854866,1387566.0,20
593.2159970911879,11117.906426099038,22120.82186789413,592.8194867911129,582.0102736098326,1237968.0,21
5856.0348086462245,11133.021988002009,20270.832717074663,5852.161092945418,6078.739256998122,1121871.0,22
3042.6379511517566,9062.451363162952,16734.13237578808,3040.6359717281116,3200.299476856415,961394.0,23
438.8934440659773,12156.23676863249,25306.287959616744,438.60113762446525,462.731239846495,1400742.0,24
1074.7139339862026,11095.279790277993,25379.168042254845,1073.9981588324908,1133.0909260945755,1454990.0,25
2385.9355676573587,10810.765227681331,20731.959740086633,2919.7773845712973,2513.2249541304254,1183255.0,26
717.8869430199142,9843.344233689204,20118.804589239564,717.4084920894865,756.9826995226505,1105283.0,27
2427.3738536785245,10546.671241933309,21485.381713047536,2464.7347788215884,2555.2292025340207,1199748.0,28
2503.991860319503,11412.923612818104,21314.666699087975,2502.343914491262,2633.8547815689944,1188245.0,29
2562.969592288747,11228.011890532634,21208.43807303158,2559.0416149027105,2692.08070425757,1174018.0,30
2744.5385916315,12677.090708523312,22992.05414854465,2742.857427733415,2746.500306788521,1294626.0,31
5712.12694622879,9373.07182653869,18863.818835778082,5708.481617337833,5972.86867115112,1127133.0,32
6109.117514292623,11845.014220609537,17426.840242091443,6115.756186355029,6366.032960507866,978186.0,33
406.0507759797056,12526.304207308262,22366.42010049503,418.0135745027424,425.8590060400094,1236139.0,34
56.004559619926184,12287.25048919021,25001.521845077667,55.96704563130959,59.11325510857921,1374236.0,35
2945.5700573276144,11340.005673557047,20410.388399006966,3487.8040207711438,3104.6950108272376,1156434.0,36
6930.168071320084,10839.235850924226,21135.91570327919,6925.683931196753,7265.754483533658,1189722.0,37
3429.9288272630233,13369.035495249467,23779.52206487418,3312.9702495685196,3614.9510660468836,1314521.0,38
223.4934979514791,14668.496387461568,28416.5737346174,223.34371705517555,155.55381422838434,1561887.0,39
2650.458156093214,11658.124664492429,21940.70599098275,3084.829813551125,2792.7236496201053,1211014.0,40
2597.0992299606414,7690.51265276225,13253.167672644577,2595.397402189971,2729.482702467596,745856.0,41
0.0,12212.133637442605,27037.870778204662,0.0,0.0,1499730.0,42
2469.226334229002,14829.36937569354,26021.252849758217,2367.356906104412,2476.457622108912,1427025.0,43
1311.0923252434823,11234.987408438814,23908.363775505695,1310.353037980556,1380.9477460509665,1353264.0,44
3338.618563571955,9987.509170923408,21814.317056988068,3336.435713773216,3507.2879357671386,1230581.0,45
2975.651055834369,10055.578816315587,20471.87685589247,2911.325935256291,3128.946571044341,1163067.0,46
1901.9118718197533,12026.63573065779,23396.068736507277,2014.3823311023343,1999.739214905646,1299662.0,47
3127.6382943622248,12273.17212102365,25932.440322223396,3125.5905862976742,3286.520274820463,1448651.0,48
5629.797291763588,11025.640222687874,20506.44215362906,5561.3458633501405,5915.412666022027,1151205.0,49
2085.8637469810838,11409.880224524584,21575.611993116432,2084.864793211008,2168.3688907072606,1208214.0,50
0.0,10591.691169247633,22383.8921412919,0.0,0.0,1233431.0,51
1254.813308488382,12965.155450881779,20536.272560348145,542.30562008654,1323.7597288577717,1120145.0,52
9247.903136100167,11712.879357844107,22048.022108371406,9241.928591504964,9594.92131437625,1253545.0,53
4957.595813420674,10265.107409658305,20684.06114753497,4954.311222492739,5221.595605654952,1169056.0,54
2004.2153686457332,12223.405171877657,22912.05754403981,1998.408924431786,2095.9296112108796,1287910.0,55
1330.262333585648,10588.674525366712,22407.421910082106,1329.373818002494,1403.315786456386,1335406.0,56
2283.8530155244584,9532.40397391138,16415.755818254005,2266.6287817873235,2366.4575108833096,916590.0,57
1778.6240977386608,13806.663006782863,22341.13276295934,1761.4269844262078,1826.2197585961676,1219032.0,58
3168.1944208843647,12243.299111953147,22866.096260279675,3166.4748460688947,3271.888360559914,1275068.0,59
2835.75824104925,8782.936695710629,20442.306269773446,2833.9007531318975,2980.082911035535,1178250.0,60
4336.28256163457,9319.460137382226,15723.141999708694,4310.055697364216,4547.97202029884,876223.0,61
1969.1372809259583,15477.063074579451,31543.439901194142,1967.8280887391252,2075.394021047394,1745464.0,62
6066.506964606099,12561.428581137665,25004.059518798706,6062.573599083449,6362.760086105455,1406088.0,63
1272.1469904315227,10590.035626685392,20626.94497906304,1271.307381946121,1338.8571039006415,1146353.0,64
2893.7238998781913,10036.898804923772,20045.060810502197,2891.8159701894688,3044.894945929843,1140957.0,65
12447.622387483922,8206.256457664344,19726.472628197946,12773.878035941128,12999.257438946326,1139283.0,66
3401.2331056406942,8451.45948207072,16230.257913139629,3398.975528343636,3583.619307524612,910443.0,67
9003.780904072217,9901.294185277198,20704.063219570293,8997.850376580034,9472.55553013368,1161346.0,68
3929.128573529779,5817.51345282905,12209.804728846242,3926.578282677724,4121.819655484593,760642.0,69
1070.580335912965,7617.842072612999,14771.861172098503,1069.8673901978302,1128.7089129782312,883339.0,70
2671.3101293513696,12014.629455128561,22941.93813507657,2669.533588804251,2746.7972264367454,1360621.0,71
2896.461793121224,14590.208629140254,25835.895027191567,2195.832439055841,3053.1537141888575,1412534.0,72
3668.6292806257097,11023.490370608393,20609.811375936475,3666.215722429963,3856.715073300345,1160823.0,73
5105.765930140871,12169.07590221534,22411.9716987234,5102.46143872563,5311.415884905091,1255842.0,74
754.1956662862088,10914.10612933748,18852.734955915406,50.03795858472085,796.1500440024414,1057694.0,75
3499.5350824512393,10741.068823450987,20269.819641769594,3497.217782093311,3685.4687538983326,1145002.0,76
1422.9919005515706,15779.439378959258,29331.850056765114,1422.176348162261,1499.5700019934568,1612616.0,77
