r1_quadratic,r2_mean,r3_median,r4_capped_median,r4_capped_median_no_caps,Project
21649.504486331796,9103.719844191455,6236.631792187979,7018.357708440088,6240.8156634510715,Project 138
15148.454976082317,3953.444330192351,3231.1197518700956,3636.1220243651337,3233.2873624534864,Project 139
41586.076727243686,26509.30755056092,29394.466749533553,33078.89405231325,29414.186153985385,Project 140
41454.4734863731,26528.165331488974,24064.054620533483,27080.345428424476,24080.19809508115,Project 141
46638.54514112974,33384.599879396446,38115.30952020204,42892.844293897506,38140.87933953709,Project 142
14387.38370677967,3850.0017351025786,2274.5770829290127,2559.682234794155,2276.102992748617,Project 143
19628.003766623508,6674.473821316035,5799.493604586754,6526.426763847918,5803.384219816455,Project 144
49813.50950314245,36965.57539171811,37545.11337361859,42251.17734063763,37570.30067441614,Project 145
56678.81205840031,49009.46509785817,49948.29895991774,56209.0308855358,49981.80699111504,Project 146
79520.93316177558,97070.81423766675,99828.71359223769,112341.66853354314,99895.68411413915,Project 147
86094.75069840797,126977.04003239138,110087.01530309548,123885.78934857761,110160.86765082317,Project 148
18462.428895933448,5434.89400170224,5122.663367642913,5764.759750459329,5126.099928396945,Project 149
40736.91801580296,25286.585601344304,25898.092128344593,29144.268986752508,25915.46597484302,Project 150
24853.61434524669,9826.609152756282,9736.980986172379,10957.455536630741,9743.513081748128,Project 151
12452.910643591287,3344.6811422303094,935.2468529928292,1052.4746656069244,935.8742673668886,Project 152
15050.067814692968,4014.8612147305603,3088.0815182867896,3475.154771090934,3090.153171055938,Project 153
24467.15384700917,9446.894928901631,9682.030604159534,10895.617440358223,9688.525836035154,Project 154
27188.779100526765,12356.365117844474,11996.042284067777,13499.677171998526,12004.089880632004,Project 155
13168.886993776703,3098.109543673791,2783.1603525051296,3132.013491368299,2785.027447598672,Project 156
8760.086097857498,1615.582550824972,711.6440517751447,0.0,712.1214612482361,Project 157
10272.974953277264,2939.742999390908,871.8480001585748,881.8200539346575,784.1259499102742,Project 158
15551.527401082181,4024.807359450154,3575.478496061227,4023.6441560692865,3577.877121189331,Project 159
16528.472695835364,5276.79624652375,3029.833893812961,3409.6061419837474,3031.8664709126947,Project 160
71444.26887478011,78747.53302810706,83118.46253296413,93536.8836368742,83174.22291106754,Project 161
16893.498752328862,6177.202566616659,3091.4570692697766,3478.9534279703344,3093.5309865418217,Project 162
36019.857537018615,21067.081830304174,20234.822845629595,22771.141479834147,20248.397463570585,Project 163
20968.641474734326,7922.094047097358,6335.762583941972,7129.913974648056,6340.012957523098,Project 164
32088.93675908865,15517.339313371365,16447.619262232987,18509.233714771344,16458.65321836036,Project 165
51571.6691637764,40442.314697468704,46307.220616560495,52111.564318703204,46338.28601468998,Project 166
7434.694551906146,1230.000956468772,356.46758649328996,0.0,356.32226520516593,Project 167
14524.21270685321,4299.828029720016,2723.6765368425645,3030.0570420234826,2694.3664365054633,Project 168
75413.56912031278,84602.8094256636,92237.58844677205,103799.03952229588,92299.46642971835,Project 169
8733.29894372649,2007.9806192429705,548.9811067776826,0.0,499.7095598074866,Project 170
29291.457478958782,14503.364652121383,11721.465342590565,13190.68359052874,11729.328738032578,Project 171
16716.3993840584,4597.127943581253,4305.012276156272,4844.62079854335,4307.900312158658,Project 172
42721.178344670945,29697.97556472593,28816.43363389646,32428.4078110144,28835.765262346402,Project 173
47114.084640003246,33757.21017820674,32145.97302323223,36175.285808200366,32167.538287502684,Project 174
105693.01639021306,172421.47039540674,200738.77355708217,225900.2239865907,200873.4400267503,Project 175
29693.974500714015,14311.02245440275,13895.417712034558,15637.128382889341,13904.739512774322,Project 176
32888.33967259911,18761.12926767273,16005.739783909376,18011.96718594104,16016.477303288077,Project 177
135291.5520320247,281706.1568125488,291700.8237318437,328263.8438525604,291896.51248412195,Project 178
18708.56054172498,6476.436712634028,4394.791086812812,4833.993392401472,4298.450283324657,Project 179
32786.09731202918,17371.60752357567,16535.577191889064,18608.2166648941,16546.670154971867,Project 180
11216.055814886126,2333.8881732921805,1636.8572252923468,1842.0278617596691,1637.9553180024639,Project 181
44310.64613333818,30681.2209842668,30270.568126822553,34064.80969709658,30290.875267651667,Project 182
49755.21153643886,37082.96302745087,37492.51799056943,42191.989428900764,37517.67000752804,Project 183
87390.17825474103,113267.78341202541,122125.57580000117,137433.31414678902,122207.50426781907,Project 184
34773.10761281674,18711.834105589744,18515.77026811859,20836.61555131922,18528.19165224389,Project 185
42476.53239271427,26912.492937158266,27515.106442557386,30963.966742683653,27533.565070063687,Project 186
77042.92876156811,89753.69444754893,95788.08960279012,107794.57557244046,95852.34945470853,Project 187
11342.297282256748,3043.357241308343,514.7339627551679,0.0,515.0792742480809,Project 188
114138.54123972316,204563.0043279212,181946.25434302213,204752.17060107322,182068.31377034422,Project 189
24517.546591686572,9581.057627218355,9764.374038143898,10988.282150076615,9770.924510466386,Project 190
19357.361368702306,6279.641044622779,5635.651635791205,6342.048146835029,5639.432336931414,Project 191
6043.52408321829,1216.1590751737972,61.00566702658918,0.0,59.487318100141245,Project 192
60380.96072137999,57433.57417992266,55280.207839844574,62209.263869469316,55317.292805047844,Project 193
49453.12919456477,37567.45420479519,38216.00112255199,43006.15700933039,38241.63849128157,Project 194
14680.87515657655,3712.563863878222,3222.015187148402,3625.8762548334885,3224.176689895389,Project 195
7240.842139733276,1167.7832151387681,339.8395977040887,0.0,340.06758055994305,Project 196
9959.271887582976,1966.8414647110192,1201.7415676203425,1348.2208234177767,1198.855627215768,Project 197
14572.624212412074,5060.284292064886,1371.167867186233,1543.0358711069136,1372.0877210476685,Project 198
10743.80310782149,2240.9883226763823,1607.4356852068322,1808.9185008844602,1608.5140403502335,Project 199
15772.218837613216,4946.459989734011,2683.463381521754,3019.8200786217335,2685.263594473491,Project 200
15696.875492200117,5007.706112107847,2176.8590622524916,2449.715822390647,2178.3194175176154,Project 201
13858.34151551823,4391.980396007674,1017.0342095138714,1144.51359675104,1017.7164912878405,Project 202
20004.780626840075,8376.506652893746,4258.522018228371,4792.303254239332,4261.378866041261,Project 203
18131.457082198023,5530.280226508481,4858.017625268832,5466.942186766771,4861.276647288285,Project 204
74020.09354839382,82334.81363401754,83015.77154393042,93421.3209231391,83071.46303134214,Project 205
18571.50894003781,6649.014314350844,3424.083918966395,3853.27313969784,3426.3809803912695,Project 206
20095.990925730857,6631.11405130236,5859.149903066508,6593.560636143671,5863.080538980639,Project 207
71074.46515600945,75601.48994796342,80367.03361659004,90440.57893460729,80420.9481867703,Project 208
14926.723549180162,3799.700438465114,3579.2368667249443,4027.8736168740625,3581.638013172174,Project 209
13901.862536493823,3402.2694129660676,3057.6719452914363,3440.933533064722,3059.723197667742,Project 210
41743.994979814815,26110.82121840764,26627.699123804614,29965.328021716345,26645.56243029417,Project 211
13835.250424330097,3326.045872599191,2531.312382572099,2848.597827267603,2533.010524371751,Project 212
12991.59775613127,3641.915561756431,1054.0996952048636,1186.225027838298,1054.8068425193364,Project 213
57466.80765614436,50126.22597727095,56436.28509912633,63510.24876237188,56474.14562373157,Project 214
21548.504562820133,7725.975185877983,7512.361564605472,8453.992868647565,7517.401264673622,Project 215
50300.690368884345,43072.118499854354,42778.09255928115,48006.82144087634,42688.294847158744,Project 216
263134.4026004747,1049755.0731842148,1165444.36913734,400000.0,1166226.2125052416,Project 217
9936.117724494625,2003.7366313834093,1292.629510911494,1333.5714712367744,1185.829231248423,Project 218
22256.024976271598,8151.915414435695,7449.785432761757,8383.573178673269,7454.783153362704,Project 219
76296.53266669346,92581.93658181117,75313.61571798875,84753.74417436971,75364.14018103573,Project 220
23396.277039192715,8448.144078108215,8873.80044726616,9986.080282988809,8879.753474464627,Project 221
60383.89751091205,58743.55582419555,64935.750519991845,73075.07327692347,64979.31294753298,Project 222
55862.21896575891,47706.50816946544,51511.42342114183,57968.08400543061,51545.980081107344,Project 223
43743.65182472859,28785.300821281107,28020.031977683895,31532.181788837628,28038.829336657247,Project 224
46444.167652497126,33779.6485249376,35999.564507479154,40511.9028155602,36023.71497017207,Project 225
29301.184007793174,15435.461553600022,12858.413726195002,14470.141913234895,12867.039848350454,Project 226
21399.732734535693,7771.67456210435,7349.67223543469,8239.87650782627,7327.006190223695,Project 227
12641.940074626207,2877.672847404794,2335.5503715339223,2628.2981743507025,2337.1171855464486,Project 228
28338.878228231635,12915.757644200634,12790.213898617909,14393.393629619763,12798.794268625685,Project 229
21422.33099924392,8852.561588606914,5080.2432492495855,5717.022514265319,5083.651352284734,Project 230
