majoritarian_moving_phantoms_distances,r1_quadratic_distances,r2_mean_distances,r3_median_distances,r4_capped_median_distances,changed_vote_l1_distances,round
8991.07199587483,15755.385968153867,59134.687002114675,6362.6277376207945,6362.627737624483,4328949.0,69
4611.048352740327,15911.15964172552,65232.27287862227,1792.0453640455326,1792.0453640524265,4761800.0,70
8860.495244293048,16081.463029481241,67549.4773183129,3977.944246910567,3977.944246910567,4962843.0,71
9573.996895660599,13870.036077334644,59773.946631023,3315.375850194574,3315.375850201657,4408052.0,72
4863.077576520314,15747.553425609873,64363.34668039271,3784.7657520393823,3784.7657520430093,4735810.0,73
5385.210867641286,13020.787204957636,52854.62105043714,5164.677284270045,5164.677284270045,3894667.0,74
2978.5761608870853,13357.853180221704,50033.99142751566,1759.4221795637368,1759.4221795637368,3662578.0,75
4951.157344141877,16476.779754251187,67938.61609424287,3936.534721638556,3936.534721638556,4995042.0,76
8860.441020093822,16100.889527883075,68087.75767500856,3727.7455126727655,3727.7455126727655,5001777.0,77
4691.674411637385,15857.477586188219,67670.98310444853,3463.0144249260593,3463.0144249296245,4963723.0,78
4863.086162377473,16495.424603550495,61269.86661699274,5028.071224990108,5028.071224990108,4477446.0,79
5551.827251607629,16939.32888644281,71040.06287272123,4661.975660689473,4661.975660693079,5197011.0,80
4961.696399077326,12469.343319191346,47036.25759642865,4260.297024257796,4260.297024257796,3461929.0,81
3534.925011268573,13901.544094078527,54059.44201379889,4175.048996943226,4175.048996943226,3971314.0,82
2594.8470105225388,14279.652498212585,58452.251449890784,5820.125743544093,5820.125743544093,4289639.0,83
5128.383537948732,15543.216466319693,62283.9827394388,2812.074786683219,2812.074786683219,4550414.0,84
3043.2154297835914,19223.1328338958,84785.94750794013,1172.427369533143,1172.427369533143,6194449.0,85
6118.297964688354,12304.020769768813,47767.60213535215,2454.928252094589,2454.928252094589,3502379.0,86
4046.3486287720552,14709.665167281604,61581.612764923426,1418.117227538958,1418.117227538958,4535098.0,87
9768.663958669098,18727.639670662345,77331.16339974644,4458.529418892214,4458.529418888504,5673901.0,88
9587.743512528697,17208.6806490654,66167.22793183885,7029.780131757045,7029.780131757045,4844181.0,89
4692.332204805316,13584.92748299209,55777.43221919285,3788.4921304990985,3788.4921304990985,4095630.0,90
10106.76152188145,16992.343063682958,66461.68866644864,7247.4285338847785,7247.4285338847785,4861883.0,91
5560.14335062337,16976.444529424156,65533.23417608669,7774.559454598655,7774.559454602075,4790251.0,92
5095.290961277253,17452.968808765603,71623.79721910339,8129.619826763377,8129.619826766799,5248546.0,93
2663.219342749562,15370.417775186383,61926.4718840578,3141.7357530530844,3141.7357530530844,4534085.0,94
4873.754185076268,14045.455094381537,53626.02651773269,2353.7656561493422,2353.7656561493422,3929783.0,95
10908.095435118383,18047.504419141136,75220.18311784716,7341.272472583381,7341.272472583381,5503219.0,96
6627.940523816404,12537.42667909951,48432.14945571195,4922.581648859237,4922.581648859237,3542465.0,97
13311.498993540637,15159.37694231897,62730.781273473076,3894.736223279542,3894.736223279542,4605701.0,98
2071.1112815157903,15858.312843647858,66281.15201933509,2132.835391436054,2132.835391436054,4851886.0,99
5210.157729234492,14712.40042168806,58210.4682708551,4681.775335892473,4681.775335899341,4257193.0,100
