majoritarian_moving_phantoms_distances,r1_quadratic_distances,r2_mean_distances,r3_median_distances,r4_capped_median_distances,changed_vote_l1_distances,round
6248.15938926558,14899.45973022846,63077.71033285718,2274.604362829512,2274.604362829512,4641409.0,80
2338.007621415789,13261.319258961135,53017.149941850264,3202.4244986165468,3202.4244986165468,3909855.0,81
4584.658172089639,16864.06743956127,71916.2341386724,5223.514912567753,5223.514912567753,5295484.0,82
9013.493645728813,18304.87686113537,77044.50968324556,4370.089682406866,4370.089682406866,5634827.0,83
3415.9663041684107,15032.503350958305,54280.84466007907,4221.787867006835,4221.787867006835,3968449.0,84
3448.3232199276135,15334.517802623384,69623.98278444815,3229.149689604961,3229.149689604961,5110645.0,85
2617.4155278282233,15040.024864130017,64768.39855623659,2685.957560976476,2685.957560976476,4771109.0,86
365.3232786441986,17189.417868254608,74408.46390276421,2285.4461855395493,2285.4461855432273,5448898.0,87
2046.251340752733,13116.235863325583,53422.53526014277,1666.645764971021,1666.645764971021,3922600.0,88
3928.57365297827,14674.13978338442,59824.06187044885,3643.8239368539143,3643.8239368539143,4375077.0,89
6102.685349917214,15979.467982713853,64745.47578880218,4053.9360753724177,4053.936075376085,4730638.0,90
4220.288872198071,13687.570729056297,55400.40014706757,5210.248606010831,5210.248606010831,4043916.0,91
3059.5157949869426,16366.08910293557,70957.73280306646,6792.565560676492,6792.565560676492,5223549.0,92
992.9755228760769,14528.415098861802,56434.12112514798,3486.6702948599523,3486.6702948599523,4134858.0,93
5656.36561235652,13947.26766996555,53117.02747417299,3386.16632031458,3386.166320318098,3896215.0,94
14068.733281358385,14752.383804917208,55695.686092226206,6094.264388697287,6094.2643887007,4068328.0,95
9516.87677210557,13498.3455374785,53056.43717441533,5192.6554171821845,5192.6554171821845,3894756.0,96
8997.375568233794,18517.276736959175,76375.77500268458,7070.566389928819,7070.5663899254905,5589588.0,97
8080.661245739182,18830.07899315454,75776.01308368747,7225.765080693411,7225.765080693411,5531769.0,98
4325.38952577487,12322.922394081408,47706.94609685171,6639.857480007562,6639.857480007562,3500308.0,99
8511.30181077282,13109.257145665008,47421.21128626318,3963.9727073697395,3963.972707373119,3461648.0,100
