majoritarian_moving_phantoms,r1_quadratic,r2_mean,r3_median,r4_capped_median,Project
24548.48877988059,36264.97696015642,28364.519954795975,22887.34339070236,22887.34339070236,Project 53
63960.654707890055,59195.403395834255,64809.87079424849,64752.121947920656,64752.121947920656,Project 54
35913.06228402427,43067.15344612013,36494.88434689906,30909.788110843572,30909.788110843572,Project 55
43840.447176341055,49434.54434382315,46698.4790457969,45943.14160384913,45943.14160384913,Project 56
31556.240848572827,39264.0951312359,30928.615885578765,27330.7213043384,27330.7213043384,Project 57
188016.61060675344,102622.28945086666,187745.94819244102,212836.06925579166,212836.06925579166,Project 58
48250.58953021783,52214.17086895635,50186.626566973406,53203.75663040867,53203.75663040867,Project 59
36429.935347479426,42771.23656226334,35302.74932415095,33816.121513670674,33816.121513670674,Project 60
66696.93778439629,62939.89021702294,72790.8318501189,72972.78947276704,72972.78947276704,Project 61
33521.73400133159,41585.02310332123,33629.22730192793,33095.306995397834,33095.306995397834,Project 62
102596.03177270113,75453.67571528621,102514.34557057562,111543.84470675106,111543.84470675106,Project 63
43691.463398702195,48715.14722140176,45476.79757911759,44477.03697264886,44477.03697264886,Project 64
90164.17499604414,70116.5564994309,88967.37461427435,96913.42038940235,96913.42038940235,Project 65
33459.959061883776,42239.28226949069,35365.66570456092,32366.415679773312,32366.415679773312,Project 66
25446.250219726284,33665.55913198299,25837.74834110595,22292.99215548603,22292.99215548603,Project 67
36102.26902640133,39877.37319473349,33705.43027263537,32128.488083478664,32128.488083478664,Project 68
52612.9682849911,51467.73927633745,49647.30928309695,51476.67596618562,51476.67596618562,Project 69
38565.83103107927,46010.31526387522,39982.97221945582,40940.02813975996,40940.02813975996,Project 70
30158.771021492368,37833.942123650224,29916.109984137845,26388.783391910365,26388.783391910365,Project 71
35169.33957661688,40758.535699103835,33664.57925094268,31489.994407743798,31489.994407743798,Project 72
35983.26620300364,42698.94869014676,35686.895383707546,33539.72007938393,33539.72007938393,Project 73
41799.997176490615,46908.662098105204,41379.071823900704,42483.763987787956,42483.763987787956,Project 74
32926.71503741008,41744.94419913352,33846.90050533472,32003.448353052005,32003.448353052005,Project 75
56984.30250094024,53795.866391994714,53874.70438417423,53643.186223647834,53643.186223647834,Project 76
51231.40788971163,52504.9965041397,51743.57254001704,52011.01641840555,52011.01641840555,Project 77
102527.56915027265,74993.79479574018,100988.31801661634,110113.71105219872,110113.71105219872,Project 78
50678.28273497239,50793.51960009248,47458.07058321735,49971.37962172772,49971.37962172772,Project 79
68434.7727683252,61161.77435063972,68401.53025145954,71282.14851037742,71282.14851037742,Project 80
40180.84586654967,47186.260762765196,43137.27518064854,38226.00982279088,38226.00982279088,Project 81
99306.74592275139,74518.4875453873,99445.37460202783,109662.02220492497,109662.02220492497,Project 82
38785.221553863106,45555.2956765097,39301.34855786149,37838.1684133578,37838.1684133578,Project 83
39221.118872489904,45312.0878512296,38901.728477838114,37997.9165118635,37997.9165118635,Project 84
26770.001332103686,36394.62326526273,30173.79163495406,20984.831656325445,20984.831656325445,Project 85
47202.762061956724,51175.66640952675,49015.0866306133,48020.119351089204,48020.119351089204,Project 86
32471.354854291174,40052.625254722625,32653.92005668616,27206.28496349557,27206.28496349557,Project 87
42359.85098918597,46970.48178997924,41851.208957704526,40197.355126366514,40197.355126366514,Project 88
51958.08773571589,51821.26268677014,50189.04155236146,50763.11904349755,50763.11904349755,Project 89
70107.72858608379,63009.66702359489,72213.13855854631,77604.84597587462,77604.84597587462,Project 90
70149.58624636622,61616.73140594738,69154.75149181942,72842.11095628985,72842.11095628985,Project 91
87923.98859597066,70513.88464060979,89649.61145564358,95956.40550365197,95956.40550365197,Project 92
55182.24688465188,55390.00427874881,57184.59808261184,56565.71017043555,56565.71017043555,Project 93
23455.400925708193,31986.615630183107,22290.408114528225,19110.99699432596,19110.99699432596,Project 94
32839.320173344386,38829.5122178851,31086.230958858847,27605.88460424985,27605.88460424985,Project 95
38485.64070085369,45023.66793976726,38417.155860545456,37001.78534755847,37001.78534755847,Project 96
46820.19874895295,49257.482147683724,46295.55813066063,43279.57357138823,43279.57357138823,Project 97
28557.408975296792,36769.924995069334,29900.058144639028,23626.101912829487,23626.101912829487,Project 98
