majoritarian_moving_phantoms,r1_quadratic,r2_mean,r3_median,r4_capped_median,Project
21259.519998479358,33340.13374338879,23708.459308246256,17179.130183435103,17179.130183435103,Project 307
37839.5963379294,45016.185907982406,39217.937138428955,36164.45532941017,36164.45532941017,Project 308
85105.80649878713,68315.50473254538,84879.60360999471,90078.21265389089,90078.21265389089,Project 309
40089.40300383588,45875.01822165156,40429.473324677136,37698.029287258025,37698.029287258025,Project 310
56238.690326061944,54594.363776646635,54844.10784608107,57682.012259851515,57682.012259851515,Project 311
47800.2703069858,50661.45970323234,47414.37022997426,50269.77552099072,50269.77552099072,Project 312
64682.735260601396,60051.58527146803,65804.62897831804,67394.79433017276,67394.79433017276,Project 313
65538.93556111866,60225.59013637088,66218.29808529862,67068.06545509945,67068.06545509945,Project 314
40663.98765504032,46968.11959066788,41967.03149082822,40862.38030935818,40862.38030935818,Project 315
42830.60871876689,47008.35582309153,41500.558597267875,40300.81896998486,40300.81896998486,Project 316
156076.87738967597,93958.66049821746,157777.86225571146,177760.90851691333,177760.90851691333,Project 317
32720.32952042723,40279.6049994468,32128.052873985715,28850.670320631027,28850.670320631027,Project 318
38025.99745461874,43227.072646661945,36272.59355690713,33791.54478640817,33791.54478640817,Project 319
29561.16011219823,37685.863481928776,28273.300761701328,26980.470852033137,26980.470852033137,Project 320
33638.85393610192,40311.6753653814,32245.744307883324,30725.581446191787,30725.581446191787,Project 321
37230.79726933909,44326.08483027615,38604.41099428403,35648.32555932936,35648.32555932936,Project 322
60465.108775056935,57921.871181804665,61240.53211500028,64982.69210990708,64982.69210990708,Project 323
63737.710505390605,57745.7492781545,60985.09540227424,65383.54321366799,65383.54321366799,Project 324
24151.38576611797,34280.45110785633,26117.269492625004,19734.777782841127,19734.777782841127,Project 325
34871.84747837331,41392.41647696988,33568.77642878849,31990.194239844954,31990.194239844954,Project 326
72357.13459770592,62247.2948731651,70858.19501282832,75107.9758589094,75107.9758589094,Project 327
39900.37009270861,45596.06508357297,39909.78189491543,39020.90776775902,39020.90776775902,Project 328
32172.776719934616,40685.296805043145,32383.564822222994,32482.697294943486,32482.697294943486,Project 329
27600.639880643175,35531.98283413173,27828.877558788165,21855.71621770236,21855.71621770236,Project 330
67626.95708069482,59819.48329903796,65623.67898714815,67506.43867279995,67506.43867279995,Project 331
36563.35698652073,43155.70324114406,35514.19512561083,33395.782260470936,33395.782260470936,Project 332
140268.92726410468,88884.77816512417,141170.02171501392,158339.46571034906,158339.46571034906,Project 333
88060.97537376167,69711.0337953129,87440.28926457326,95590.23407564651,95590.23407564651,Project 334
108268.96479358395,77283.64622014946,107323.62305691234,118512.176523345,118512.176523345,Project 335
48748.41938387413,51070.57061003073,48892.94374473386,47517.98549225066,47517.98549225066,Project 336
28743.174437955797,37222.748306152745,30469.128680026668,23799.08366177272,23799.08366177272,Project 337
44684.8848666021,47266.17702807647,41793.306235815726,44905.72501320985,44905.72501320985,Project 338
36050.42925121727,43148.4787597555,36996.49944098136,35140.26512720597,35140.26512720597,Project 339
111450.4060393272,78754.24207189401,111728.01459844003,122243.10555170025,122243.10555170025,Project 340
23060.584938143133,33482.12767599125,25064.26694312937,19660.15240484988,19660.15240484988,Project 341
38586.364732497335,42892.23584043494,36461.45840230793,33217.54019406716,33217.54019406716,Project 342
27475.839247484982,34872.45094309759,26828.861166077855,21126.448103993647,21126.448103993647,Project 343
25894.691534460635,34132.68345447632,25691.832721529085,20794.447283000987,20794.447283000987,Project 344
51797.655753493724,52268.687723175026,50804.149123093615,54132.75771378904,54132.75771378904,Project 345
43945.51253845815,49669.38218437806,46275.8718039919,45942.85138768225,45942.85138768225,Project 346
161216.94628531195,94888.46980900942,160885.11841037357,180017.31873501342,180017.31873501342,Project 347
55378.94061422739,54949.25740302095,55671.486855484145,57055.053122853555,57055.053122853555,Project 348
72566.308938388,62656.44849832047,71403.95216342881,74754.80184102268,74754.80184102268,Project 349
33065.062156333646,40427.85329714161,32646.479525629424,30253.09737322025,30253.09737322025,Project 350
29268.884201986555,37390.38655524419,30555.768359850466,23945.511518997824,23945.511518997824,Project 351
31329.36576285455,40208.109348150276,31602.079292060786,29109.63773291915,29109.63773291915,Project 352
25220.71750077579,33148.86222925897,24589.588323903812,20373.608411873916,20373.608411873916,Project 353
30420.446513872685,38169.48600324638,29792.909456821773,26368.825892441757,26368.825892441757,Project 354
34392.003918648246,41356.19654812925,34606.13988684764,29177.273508635488,29177.273508635488,Project 355
48088.58185721317,50788.80248435535,48004.31824708128,47766.31381909698,47766.31381909698,Project 356
35831.762357746324,42229.7608756907,34821.174487608136,33439.09958019449,33439.09958019449,Project 357
59532.17229008676,58124.44786084712,62242.90167074481,63032.42459323799,63032.42459323799,Project 358
21150.85312641562,32888.27304601713,24042.089912546104,18134.148750053482,18134.148750053482,Project 359
28960.329424066815,38228.85140574456,31156.64043407211,25505.14609083033,25505.14609083033,Project 360
34090.209218615,41345.05054650439,33884.95737851287,31191.146687201282,31191.146687201282,Project 361
54271.33116667216,53818.15829643731,54355.96985407576,54052.636641051846,54052.636641051846,Project 362
31503.735838836823,41156.73304310521,33010.95472035128,28859.94871537069,28859.94871537069,Project 363
51348.82051191936,52511.065908025106,51189.23574370802,51082.41444533776,51082.41444533776,Project 364
34414.242922595564,40382.32214831544,31938.190456438093,28875.98019401271,28875.98019401271,Project 365
27581.19722527972,38125.27578540942,29044.772811483122,26980.190557774586,26980.190557774586,Project 366
135409.6497749223,87120.53669622105,135779.76417099976,153187.1667917461,153187.1667917461,Project 367
107350.7367721295,76801.76506561805,105752.86833799811,116530.33276797798,116530.33276797798,Project 368
47281.70008664997,49560.294880562564,45696.387346808035,46290.1905068776,46290.1905068776,Project 369
54284.6551152926,53940.15622858245,53923.74453075192,55657.30504101298,55657.30504101298,Project 370
48381.6662465402,48268.28638401304,44008.28856912235,42985.599597732784,42985.599597732784,Project 371
42733.44107855213,48452.53704037242,44860.2660690234,41834.689488454125,41834.689488454125,Project 372
32426.25002199132,40161.16196678592,32157.416154718256,26531.79242246027,26531.79242246027,Project 373
53958.77560313691,54202.95658102553,54415.28830937761,56533.061795958034,56533.061795958034,Project 374
55033.36654392705,54856.05406251898,55611.72888616719,54898.18852398571,54898.18852398571,Project 375
30800.854097694686,37388.039937018075,28305.671225098504,25630.956985081906,25630.956985081906,Project 376
31915.225959344916,40030.677730741074,31718.313983743286,29752.523085991343,29752.523085991343,Project 377
60068.34910019852,57519.58143994686,61016.59105485552,63062.0521514659,63062.0521514659,Project 378
28722.583116481776,36985.37851887751,27856.15869547525,26650.494484482166,26650.494484482166,Project 379
122275.57018842021,82357.63620903595,121819.01200324186,132872.48382709594,132872.48382709594,Project 380
31639.84137327723,39523.384484522045,32144.046677796912,26743.07607457224,26743.07607457224,Project 381
79539.91268767253,67659.3595080457,83280.74502835712,87768.15709765496,87768.15709765496,Project 382
49011.74327490364,50985.70880738764,48189.79039634467,50755.0464485121,50755.0464485121,Project 383
59855.17475657314,57354.978580485404,61122.1920007104,59228.06310643878,59228.06310643878,Project 384
48089.39054889959,49348.27129767995,46710.191243394525,44274.12558258938,44274.12558258938,Project 385
35103.559713116316,42654.41258493855,35321.078413431525,33291.329779461244,33291.329779461244,Project 386
43956.36226809822,50309.41812100753,47728.41661548082,45954.51066542032,45954.51066542032,Project 387
29746.793361642893,38618.79074482391,29547.05330887186,27220.798067973054,27220.798067973054,Project 388
45978.15194230509,48136.86060524474,43745.78295265462,41965.937405308585,41965.937405308585,Project 389
51550.87031454141,53125.59299871444,52749.63187950518,51280.977234664184,51280.977234664184,Project 390
93412.93343261142,72471.83378395266,94748.96584897497,102695.59931033899,102695.59931033899,Project 391
66592.7241801224,59283.98407335707,64492.83575597264,65330.906638085115,65330.906638085115,Project 392
27156.11394070497,36814.2748224584,29308.11420136626,24919.02745157956,24919.02745157956,Project 393
48935.5229190983,51991.57670890964,50618.78969273282,51480.40268175412,51480.40268175412,Project 394
40702.01868692941,46267.03547446693,40897.90589180974,40298.18451930679,40298.18451930679,Project 395
33390.20974306442,38957.09975219657,30749.48328916903,27715.887803109414,27715.887803109414,Project 396
62348.55644233936,57717.00107710027,60785.46124331584,63897.71311811591,63897.71311811591,Project 397
50767.28769166881,52352.9008294181,51114.131794629226,52874.44685719783,52874.44685719783,Project 398
91918.93766557683,71909.45812841243,93641.0274951034,100544.04944429228,100544.04944429228,Project 399
24495.890251960966,33633.11943628451,25485.580443586005,19244.837323329888,19244.837323329888,Project 400
37463.00795793008,44254.27568498255,37686.79957700926,34673.3643987655,34673.3643987655,Project 401
33434.54434998809,40165.756969245354,32047.568645334228,29586.66277031442,29586.66277031442,Project 402
35619.17173371176,40886.54702849203,33084.367462551054,31891.125888983137,31891.125888983137,Project 403
63263.82434271511,59243.16923549089,64778.861603390396,63452.05107974777,63452.05107974777,Project 404
75481.504870225,64043.323036119386,74386.55536742331,80932.55129622397,80932.55129622397,Project 405
38161.65613591438,44253.08753112188,38023.60850423282,39411.514168811074,39411.514168811074,Project 406
47143.658619860056,49584.956980607894,45890.590324735975,44830.13779011194,44830.13779011194,Project 407
47019.79897090731,49883.93431736616,46734.323136944455,46040.632959702554,46040.632959702554,Project 408
48215.91290840232,49910.580215404334,46558.38699345982,46105.629229495964,46105.629229495964,Project 409
24581.040986838907,35423.235582268324,25722.338820721794,23311.84509830106,23311.84509830106,Project 410
25731.227755700103,35635.76155998377,26691.0061404443,21747.142543895003,21747.142543895003,Project 411
51798.08880472746,53085.96996836559,52416.83083223521,54439.74404800448,54439.74404800448,Project 412
42384.91752193074,47135.46297500353,41577.13638054103,41516.708107093276,41516.708107093276,Project 413
36589.35536868719,44510.8734246364,38299.35397526731,38840.77188150981,38840.77188150981,Project 414
71930.86783544689,62628.77616634732,71363.09526279983,73672.14848101456,73672.14848101456,Project 415
30324.848122714968,37784.244927192674,30790.324820306974,26597.94347029236,26597.94347029236,Project 416
44220.78303423775,49671.05915962047,46254.187539708386,44706.90069191437,44706.90069191437,Project 417
83315.42878373509,67864.97024495446,83389.98840464684,87528.4968198053,87528.4968198053,Project 418
26502.18194357756,34773.56930426191,27274.883804270183,22350.39742984907,22350.39742984907,Project 419
45061.56396597814,48316.6596337016,44719.46275896871,43917.479703577,43917.479703577,Project 420
40347.88176477017,45463.32731141251,39547.03129733714,38346.860048032904,38346.860048032904,Project 421
45687.936981804334,49419.78610898881,46499.61006750546,45073.35952599169,45073.35952599169,Project 422
38597.128391895036,46478.55214699623,41479.409015408375,37897.728207399676,37897.728207399676,Project 423
30435.581219652162,38572.770426114555,30781.614995912594,28116.172095906804,28116.172095906804,Project 424
38869.36685834656,44740.37061121294,38516.75598782152,36287.12389549552,36287.12389549552,Project 425
103946.6862956978,76726.22143884248,105984.74825271216,112173.0704247215,112173.0704247215,Project 426
27382.60728942515,37948.62911251021,29700.98101697803,25249.125727720584,25249.125727720584,Project 427
38978.808787809015,46054.58227497257,41058.06765034789,36008.69428603558,36008.69428603558,Project 428
28659.78210389038,37590.89728680144,29408.350558840724,26417.716261277183,26417.716261277183,Project 429
41254.11047380072,45542.218961865314,40430.7240833537,38018.95041764772,38018.95041764772,Project 430
106559.499796784,76477.89044253298,105150.63669162785,113092.04208023883,113092.04208023883,Project 431
45870.481977730975,49888.1477673258,46720.52564177462,48543.22762824674,48543.22762824674,Project 432
39439.65984766388,46463.290065391426,41091.63110077171,39318.58854212554,39318.58854212554,Project 433
50436.95342562808,51319.8988213691,49087.838353934305,51325.03932186151,51325.03932186151,Project 434
49727.66825592827,51263.66692480631,48000.837281484986,52496.344054175126,52496.344054175126,Project 435
45418.77901329162,50553.45865536976,48049.41669810941,44005.47648379595,44005.47648379595,Project 436
26303.51227440271,34540.92577205897,26326.006910466414,21242.975020361664,21242.975020361664,Project 437
27577.212892241798,36892.24780483747,29962.302022053453,21699.728666567782,21699.728666567782,Project 438
40599.698830934736,46256.390806334595,41436.72128332708,37915.023120913895,37915.023120913895,Project 439
27166.48352876333,37592.00011664245,29189.0362880822,21803.446757675963,21803.446757675963,Project 440
44695.617479120825,47072.043899242715,42220.44563265671,38978.23738098157,38978.23738098157,Project 441
23121.603781760696,35168.57410675471,26604.55167185804,20079.920799422638,20079.920799422638,Project 442
42807.88332108264,47707.325288915235,42795.58117731809,43635.506773081666,43635.506773081666,Project 443
41429.16035004515,46949.011401684795,42629.76631620946,40907.66979452386,40907.66979452386,Project 444
49508.20189199164,52487.46928938445,51877.28617257828,49560.72476843951,49560.72476843951,Project 445
36771.16359831494,43821.39512647812,36297.326631254204,38175.95572369641,38175.95572369641,Project 446
42592.78722202122,47997.85697918819,44538.805145332226,41195.9789190257,41195.9789190257,Project 447
40325.0140091292,45368.06988006941,38745.946102236696,40899.88877720286,40899.88877720286,Project 448
30372.602327819262,37177.28164277226,28820.14810722658,25758.537605631755,25758.537605631755,Project 449
36516.38766242845,43449.62671553289,36635.591426909305,34616.46853987133,34616.46853987133,Project 450
81690.2881173137,66402.82686190715,79729.41771298529,85756.28222078462,85756.28222078462,Project 451
27579.308771601824,35082.8746317918,26934.244611193768,22987.885552820306,22987.885552820306,Project 452
29153.189411182662,35391.48242062308,27476.197042012962,23690.492031353206,23690.492031353206,Project 453
29452.817461548104,34741.97100862907,26229.93526476087,23315.941930703375,23315.941930703375,Project 454
27831.130698361947,35422.652110359486,26876.472559055932,23535.582612659902,23535.582612659902,Project 455
34307.6628808514,42105.090887185994,34207.3533929778,32182.11104136644,32182.11104136644,Project 456
55844.94309376887,54916.53097118535,55803.41142826306,55302.36080442285,55302.36080442285,Project 457
60951.017188128906,56837.69170993382,59233.97892367503,60820.7824623532,60820.7824623532,Project 458
29935.408328018573,39959.31410751532,32721.652401087267,28533.943147792157,28533.943147792157,Project 459
48982.79095225034,52306.44720659767,51563.757181375804,46342.168766002695,46342.168766002695,Project 460
87443.05669108125,69075.02047368561,86268.88532242924,91785.46774824445,91785.46774824445,Project 461
53465.80326737181,54123.39240443223,54481.433986361844,53137.94333476671,53137.94333476671,Project 462
33559.88563667816,39885.563393737095,33471.19266200493,27741.35906638649,27741.35906638649,Project 463
43171.494371975416,48038.54675202969,43340.49680990277,44628.70980232776,44628.70980232776,Project 464
33423.74744668945,39665.70060844436,31550.499502167026,30672.097563274925,30672.097563274925,Project 465
43518.13699640229,48492.07152649261,44321.14301528786,42757.060056453236,42757.060056453236,Project 466
29762.786945722215,39108.823212834504,30811.30451055341,27862.298763938103,27862.298763938103,Project 467
39734.003583320424,45702.29676967276,40997.48418744885,37962.70416790413,37962.70416790413,Project 468
147178.27972320066,90868.58859750166,147575.32142992545,163853.0256388749,163853.0256388749,Project 469
37636.16663440022,43066.563018209206,36459.71685566578,35756.60048751184,35756.60048751184,Project 470
87718.30569092701,69559.00541187523,87522.01730669475,96058.12682824417,96058.12682824417,Project 471
28116.565944997194,35516.346010972295,27905.06209316955,22510.272425575407,22510.272425575407,Project 472
41879.258151246555,46550.60630682752,42002.76084224197,38436.03557025356,38436.03557025356,Project 473
76297.22246374078,63780.93000422853,73959.12050119917,77248.55033593679,77248.55033593679,Project 474
100690.26398238224,75376.8611254867,102683.8945049317,110714.42212546366,110714.42212546366,Project 475
39073.56723418037,45887.81320876638,40039.823992297264,39355.79260998951,39355.79260998951,Project 476
93662.28985539633,72428.59274422372,94578.46396704865,101472.3381019545,101472.3381019545,Project 477
56840.765980210206,55996.621249632604,57748.357882975186,60446.70375642127,60446.70375642127,Project 478
100925.02788681642,74790.0041353026,100459.90487791218,111889.70600357736,111889.70600357736,Project 479
59288.8916226528,56428.10969339353,58640.59741629738,60267.015629499765,60267.015629499765,Project 480
32218.118936810723,41377.261918035554,34740.45432322952,30581.34554541068,30581.34554541068,Project 481
63912.24547045016,59813.24455408788,65388.74636616709,67238.50645903363,67238.50645903363,Project 482
87577.43458463009,69346.3334454639,86899.1597162797,93507.76080048268,93507.76080048268,Project 483
34157.922411794396,42315.86984939203,34243.73889348996,32846.53148444976,32846.53148444976,Project 484
86570.79367232419,67884.85202069371,83011.54259496857,90714.33357635894,90714.33357635894,Project 485
50822.11101370963,52820.02856809467,51162.33905930974,53494.858434356094,53494.858434356094,Project 486
127228.3816704587,84688.36546937462,128188.5183824123,144234.40655157418,144234.40655157418,Project 487
26063.055339754213,33793.63786550933,25853.2290647245,19668.752433228343,19668.752433228343,Project 488
30066.094092027717,37448.90461947297,29595.09983353079,23816.272792267184,23816.272792267184,Project 489
115706.99281352732,80717.10100929918,116789.2728701816,129257.6715439332,129257.6715439332,Project 490
69780.95953231501,63140.927691621204,73172.20174066274,73625.28111271928,73625.28111271928,Project 491
48740.113508126946,50019.54570362042,46437.920750319,48347.30667743074,48347.30667743074,Project 492
85009.88648230399,67849.643270116,82736.20067124114,91778.10131410249,91778.10131410249,Project 493
37049.4104143204,43450.44355865033,36830.63448090175,35526.996140203955,35526.996140203955,Project 494
60886.68350731772,57024.757159274464,59920.2982028048,61148.888575462726,61148.888575462726,Project 495
41660.41447572297,47880.0021789637,44482.55793022255,43606.26218639156,43606.26218639156,Project 496
70641.4163950911,62102.07633640128,70095.18305492259,74463.48107796609,74463.48107796609,Project 497
42490.18044731043,47938.15958793192,43363.06812624644,42109.651363704754,42109.651363704754,Project 498
51850.983085446365,50911.67376196811,48702.189622377206,48562.81731815734,48562.81731815734,Project 499
58131.71646449201,57424.19801066133,60123.568561317894,62814.699549576086,62814.699549576086,Project 500
97342.71128694408,73421.10934873113,96943.82428524109,106808.0257679645,106808.0257679645,Project 501
42756.0976103035,47590.410159879866,42457.45793894788,45585.93412859162,45585.93412859162,Project 502
38964.89115776012,46029.36499901245,40655.03284810373,38260.289331698164,38260.289331698164,Project 503
32093.141828741078,38000.57817590941,30411.29094554741,27523.676934876406,27523.676934876406,Project 504
48546.74710837626,50236.22403687746,47518.722256876106,47502.57649011735,47502.57649011735,Project 505
32605.66221565404,41294.25988682114,33251.24869039501,31464.04561381011,31464.04561381011,Project 506
30629.20436853643,41194.895580968696,32687.12609631351,31498.887556554637,31498.887556554637,Project 507
139945.68462492048,88803.35464079936,141208.20631726013,155748.6135474469,155748.6135474469,Project 508
66539.78494184358,60731.764018698166,68117.50170250991,69036.12958790922,69036.12958790922,Project 509
39105.72648858699,43249.530552494296,35799.817277209695,34209.51280741733,34209.51280741733,Project 510
53758.665771582666,54660.23634453852,55491.84942899335,56803.71213088488,56803.71213088488,Project 511
34188.636352736845,40989.797522773224,33454.91038123345,30184.12424933226,30184.12424933226,Project 512
61254.90004540486,57599.35360488026,60780.410066164804,64630.249682029316,64630.249682029316,Project 513
25137.113605286624,33842.66291604731,25305.233738790754,19531.17607123041,19531.17607123041,Project 514
29732.287869634045,36464.42183281637,28085.993906294167,25399.74334725665,25399.74334725665,Project 515
32857.54254750354,40335.28314051299,33090.13776646426,28386.095492069104,28386.095492069104,Project 516
102139.17434311772,74698.42536189474,100065.47590419336,112255.66656266122,112255.66656266122,Project 517
47980.840103452705,51128.00332919026,48990.54172487849,48977.47473519827,48977.47473519827,Project 518
43000.19344014101,42866.68824838256,36853.26092992478,32395.33307006294,32395.33307006294,Project 519
84136.20957899166,68634.4004456545,85466.84507836666,88923.78563259394,88923.78563259394,Project 520
79351.54274522189,65772.67633672911,78694.36467409578,83351.8148770941,83351.8148770941,Project 521
50495.51291988469,51365.4971504527,48373.63916605924,51071.66049730643,51071.66049730643,Project 522
38440.495938699576,45184.498537884196,39508.0294041186,37153.370548071514,37153.370548071514,Project 523
61364.073606885264,57255.38322272653,60065.3824076413,62063.89710475304,62063.89710475304,Project 524
52919.78350648945,53086.999056353314,51817.33165142806,56210.37159350084,56210.37159350084,Project 525
29746.786638964433,39095.18432590221,30589.449193249508,27040.276008364704,27040.276008364704,Project 526
50420.99218264221,51740.44690747253,49791.851067159,50548.60680593734,50548.60680593734,Project 527
37604.491149659676,44639.03180204214,37862.33602606464,34650.87316252034,34650.87316252034,Project 528
49360.10903488268,51044.22963664884,48688.75907902543,49334.46453190832,49334.46453190832,Project 529
25448.959554863904,35061.62218582087,27609.54082705319,19590.970669468406,19590.970669468406,Project 530
67569.83043106261,60393.07893460222,66459.38843066615,71566.34040060376,71566.34040060376,Project 531
34158.62366956713,40896.37196302789,33813.32651812121,30508.529206973133,30508.529206973133,Project 532
101918.26276669193,74539.01359093303,99648.35684956521,111213.51993812184,111213.51993812184,Project 533
62744.85843055903,56683.08840790217,59036.317108980846,63376.289518084624,63376.289518084624,Project 534
59986.974096980004,58021.2202901309,61895.67522082644,64903.56329630858,64903.56329630858,Project 535
32485.173270098734,40211.154621689544,32622.89498370616,29736.39644411101,29736.39644411101,Project 536
24794.164985822903,34999.257688396785,26319.747017803456,21267.55920235521,21267.55920235521,Project 537
60818.10033527278,57552.24819063594,60516.689685371646,63309.59264637701,63309.59264637701,Project 538
55230.716420714416,55796.496159503506,56868.53788776979,58045.87008641339,58045.87008641339,Project 539
31957.055026761514,37871.12182620681,30098.91596443435,25240.848561882696,25240.848561882696,Project 540
47128.92475087255,51351.19234409138,49621.91900538617,48940.40088430606,48940.40088430606,Project 541
32819.693160838644,39353.238993055864,30722.3413588936,28123.001962075927,28123.001962075927,Project 542
66957.90430192613,60456.39084302675,66830.54179687864,68043.00626033854,68043.00626033854,Project 543
50072.701216715905,51082.29718386028,49434.28381808795,46498.772732249294,46498.772732249294,Project 544
54726.324340833926,55695.71767931216,57603.69836969702,54475.917588479235,54475.917588479235,Project 545
45087.13751001805,49124.61636282086,45149.33717526869,43542.155076781855,43542.155076781855,Project 546
45031.28114693701,49366.48608093453,45757.585119217045,44703.957221410536,44703.957221410536,Project 547
26910.331788135783,36109.524612867965,28481.48384167017,23997.296353304926,23997.296353304926,Project 548
51950.84226719546,53606.99439667959,53615.61120794757,51567.18473858087,51567.18473858087,Project 549
36181.478632391736,42473.434083674896,35997.887007443955,31579.95141061462,31579.95141061462,Project 550
41862.087725607336,44998.43967722463,39528.96029587257,38536.92486885964,38536.92486885964,Project 551
45162.21938781852,48095.72099202204,44251.66774636179,41269.92950149814,41269.92950149814,Project 552
53914.30395925761,55141.17896644493,56261.50001571896,57624.852403930694,57624.852403930694,Project 553
49364.84891881439,52630.44690037136,51481.03477488032,52536.22296609549,52536.22296609549,Project 554
48969.132298581964,50440.005619579584,47190.53671456412,48073.93452869578,48073.93452869578,Project 555
84132.43504874402,66793.38068341406,81335.77611648903,88482.8997263856,88482.8997263856,Project 556
94712.34281987138,73097.17306617937,96556.90606343336,101911.28997768705,101911.28997768705,Project 557
36899.0990283408,43160.27868971717,36170.583348532906,34045.61058917576,34045.61058917576,Project 558
43112.942933387574,46818.2429944233,42086.376375568216,39608.52653683591,39608.52653683591,Project 559
68039.51647173276,60409.15941609762,66317.82587433614,71436.12980804464,71436.12980804464,Project 560
27683.60582711832,35372.43666787399,27284.593990305828,23623.48428793068,23623.48428793068,Project 561
47790.08967403529,49978.279041482274,47473.11726056407,46316.61328860718,46316.61328860718,Project 562
30131.470242112086,39060.27955448996,30588.0342423838,26975.873251382644,26975.873251382644,Project 563
62465.75191776229,58565.11468872064,62753.930419721284,65228.76626580273,65228.76626580273,Project 564
50391.95573725163,51045.18319619012,49153.94227530302,51779.8538641779,51779.8538641779,Project 565
31005.22325550356,38969.76200784487,31963.405120374508,27750.965913871292,27750.965913871292,Project 566
47864.48656657861,49739.85542595649,47093.403342471654,42575.27361636626,42575.27361636626,Project 567
88717.90969239434,70138.3738989401,88364.95479637386,98645.8087872928,98645.8087872928,Project 568
43835.22481033547,48171.75950178322,44001.89270780399,43345.70625671311,43345.70625671311,Project 569
86452.25352805771,68402.35878462065,84468.6187372366,90267.1683936028,90267.1683936028,Project 570
58274.448312529545,55481.564620244884,56967.96103069645,58280.59953734139,58280.59953734139,Project 571
37094.555462878,42778.59001394374,35482.289316006136,35240.9516791452,35240.9516791452,Project 572
33476.670326797626,43352.338956234715,37561.091842384856,31673.836298776838,31673.836298776838,Project 573
49036.335546831106,50926.46020107356,48545.47696954402,48608.16401734467,48608.16401734467,Project 574
28289.25251399982,35353.105120636814,26835.971036130777,24137.618072127705,24137.618072127705,Project 575
30659.975820588574,38791.481048462694,30025.912411606227,28533.819834695583,28533.819834695583,Project 576
38834.32504459499,45432.56522880243,40822.50418145856,35073.12836354784,35073.12836354784,Project 577
29470.72287957428,38229.80399055924,29220.014598239846,25999.311531513646,25999.311531513646,Project 578
37720.854351142385,44917.44344612526,38835.162578781914,35193.56429518212,35193.56429518212,Project 579
75947.49283528914,65128.37718906933,77260.73168548389,80693.64132993422,80693.64132993422,Project 580
34122.17877674304,42143.29453865804,35442.91759453647,30721.098992511954,30721.098992511954,Project 581
45989.1555956492,48768.599037054,44891.05788371651,44084.27497349086,44084.27497349086,Project 582
58149.98699524208,56253.008500400465,57902.80954223005,61566.50050008266,61566.50050008266,Project 583
42839.90231307951,46269.24318817914,41590.124417002284,39633.93897750577,39633.93897750577,Project 584
49206.76917355679,50905.863822638035,48316.79065360227,46503.46574299708,46503.46574299708,Project 585
29057.71475558377,38191.28537464644,30882.121882386007,26176.47730076265,26176.47730076265,Project 586
49949.534282009576,51987.84604978208,50212.8927910346,51704.296322716946,51704.296322716946,Project 587
31828.510768266075,38078.01376976638,31120.157552814653,24130.244704309705,24130.244704309705,Project 588
71474.2877637231,63025.442721611966,72572.00865580025,77194.11387551157,77194.11387551157,Project 589
35553.12430965325,43147.214352234536,35618.22648770556,36194.96310825304,36194.96310825304,Project 590
43962.264149838156,45936.761394506044,40263.05903150143,40005.10128505813,40005.10128505813,Project 591
27661.76312547058,36330.01920824327,27493.07348319302,22697.369898286724,22697.369898286724,Project 592
31895.616374463876,40506.095597886866,32190.131211395055,31482.4728422904,31482.4728422904,Project 593
51160.04378271786,51309.969396439286,48713.72992840274,50539.024001839905,50539.024001839905,Project 594
57902.820018807615,55195.43176844864,56237.86440096983,56003.00519149227,56003.00519149227,Project 595
41253.17611355345,47171.040999354176,43058.057312993726,40961.09147621067,40961.09147621067,Project 596
45167.11220422683,49811.5220554957,46394.416388507605,44159.69615402544,44159.69615402544,Project 597
38809.720288485085,43933.093127978515,37741.62553363302,38455.83582896979,38455.83582896979,Project 598
40763.8632492038,45190.386661043536,38818.20333825005,38970.13169142072,38970.13169142072,Project 599
38893.75443717281,43653.563505403465,37652.80381583557,37201.893129434786,37201.893129434786,Project 600
